permutation,PD_code,Jones_polynomial,Jones_polynomial_span,Alexander_polynomial,Alexander_polynomial_span,Signature,Determinant,coefficients,min_degree,max_degree
"[-0.145165, -1.06819, 2.38443, 0.937545, -2.12487, 1.57435, 0.126449, 0.662505, -0.197796, -0.0169335, 1.8323, -0.792982, -0.427319, 1.11203, -0.362737, 0.244192, -0.131527, 0.759666, -0.0657387, -0.364971, -0.213822, -0.612211, -0.949336, -0.57499, -0.991459, 1.1685, -0.276644]","[[23, 2, 24, 3], [80, 2, 81, 1], [7, 10, 8, 11], [5, 32, 6, 33], [8, 41, 9, 42], [6, 47, 7, 48], [4, 69, 5, 70], [3, 83, 4, 82], [40, 9, 41, 10], [11, 18, 12, 19], [12, 50, 13, 49], [13, 76, 14, 77], [45, 17, 46, 16], [52, 16, 53, 15], [75, 14, 76, 15], [20, 34, 21, 33], [17, 43, 18, 42], [19, 49, 20, 48], [21, 71, 22, 70], [22, 81, 23, 82], [63, 27, 64, 26], [67, 25, 68, 24], [86, 25, 87, 26], [27, 63, 28, 62], [28, 66, 29, 65], [60, 30, 61, 29], [85, 31, 86, 30], [36, 56, 37, 55], [34, 72, 35, 71], [35, 78, 36, 79], [31, 85, 32, 84], [46, 40, 47, 39], [53, 39, 54, 38], [58, 38, 59, 37], [43, 51, 44, 50], [51, 45, 52, 44], [59, 54, 60, 55], [56, 73, 57, 74], [64, 62, 65, 61], [74, 57, 75, 58], [87, 67, 88, 66], [72, 77, 73, 78], [68, 84, 69, 83], [88, 80, 1, 79]]","[[-4, -4], [-3, 26], [-2, -105], [-1, 306], [0, -715], [1, 1402], [2, -2362], [3, 3495], [4, -4593], [5, 5414], [6, -5755], [7, 5527], [8, -4788], [9, 3719], [10, -2564], [11, 1544], [12, -794], [13, 336], [14, -110], [15, 25], [16, -3]]",20,"[[-9, 6], [-8, -48], [-7, 208], [-6, -628], [-5, 1442], [-4, -2621], [-3, 3882], [-2, -4850], [-1, 5359], [0, -5499], [1, 5359], [2, -4850], [3, 3882], [4, -2621], [5, 1442], [6, -628], [7, 208], [8, -48], [9, 6]]",18,6,43587,"[-4, 26, -105, 306, -715, 1402, -2362, 3495, -4593, 5414, -5755, 5527, -4788, 3719, -2564, 1544, -794, 336, -110, 25, -3]",-4,16
"[0.959574, -0.91048, 1.48058, 0.256076, 0.0984554, 1.01496, -0.0394728, -1.02259, -1.43281, -0.134237, -0.592677, 0.680235, 0.627565, 1.13063, 0.0668052, -0.431713, 1.35234, 0.536077, 0.212836, -0.072472, 0.766247]","[[4, 2, 5, 1], [11, 2, 12, 3], [3, 12, 4, 13], [15, 6, 16, 7], [28, 5, 29, 6], [26, 8, 27, 7], [8, 22, 9, 21], [19, 11, 20, 10], [30, 10, 31, 9], [13, 1, 14, 32], [27, 14, 28, 15], [16, 24, 17, 23], [24, 18, 25, 17], [29, 19, 30, 18], [20, 32, 21, 31], [22, 26, 23, 25]]","[[1, 1], [2, -1], [3, 2], [4, -2], [5, 2], [6, -1], [7, 1], [8, -1]]",7,"[[-1, 3], [0, -5], [1, 3]]",2,2,11,"[1, -1, 2, -2, 2, -1, 1, -1]",1,8
"[1.39788, -0.612661, -0.594825, 0.688267, -0.254748, 2.02206, 1.12666, -0.74167, -0.101222, 0.365992, 0.29548, 1.08566, -0.90751, 1.05919, 1.23778, -1.11555, -0.441936, -0.54194, -1.0342, -2.30462, -0.666313, -1.04088, 0.962392, -0.78695, 0.0342506, 0.346577, -0.0728948, 0.48465, 0.369352, -0.171845, -3.24666]","[[18, 1, 19, 2], [2, 17, 3, 18], [4, 21, 5, 22], [5, 43, 6, 42], [3, 48, 4, 49], [6, 71, 7, 72], [7, 13, 8, 12], [8, 34, 9, 33], [27, 11, 28, 10], [76, 10, 77, 9], [82, 11, 83, 12], [15, 21, 16, 20], [14, 43, 15, 44], [16, 48, 17, 47], [13, 71, 14, 70], [46, 20, 47, 19], [22, 42, 23, 41], [24, 61, 25, 62], [23, 72, 24, 73], [60, 25, 61, 26], [83, 27, 84, 26], [29, 33, 30, 32], [28, 82, 29, 81], [79, 30, 80, 31], [35, 44, 36, 45], [34, 70, 35, 69], [31, 78, 32, 79], [45, 36, 46, 37], [58, 40, 59, 39], [68, 38, 69, 37], [85, 38, 86, 39], [40, 64, 41, 63], [49, 54, 50, 55], [55, 50, 56, 51], [66, 52, 67, 51], [57, 53, 58, 52], [53, 65, 54, 64], [65, 57, 66, 56], [74, 60, 75, 59], [62, 74, 63, 73], [86, 68, 1, 67], [80, 77, 81, 78], [84, 76, 85, 75]]","[[-1, 1], [0, -4], [1, 10], [2, -16], [3, 23], [4, -26], [5, 27], [6, -25], [7, 19], [8, -13], [9, 7], [10, -3], [11, 1]]",12,"[[-3, 2], [-2, -15], [-1, 42], [0, -57], [1, 42], [2, -15], [3, 2]]",6,2,175,"[1, -4, 10, -16, 23, -26, 27, -25, 19, -13, 7, -3, 1]",-1,11
"[-0.85155, -0.382882, -2.37279, 1.73671, -0.102539, -1.07452, -0.619158, -0.946453, -1.31033, 0.0785806, 0.984271, -1.8385, -0.388782, -0.133092, 0.340208, 0.574246, 0.811544, 2.30529, 1.21181, 0.753704, -0.58126, 0.74984, 1.06934, -0.177121, -0.388421, -0.805449, -1.06302, -1.93251, -0.940342, -1.08874, 1.11897, -1.35202, -1.46805]","[[50, 2, 51, 1], [5, 43, 6, 42], [2, 52, 3, 51], [4, 59, 5, 60], [3, 99, 4, 98], [64, 7, 65, 8], [75, 7, 76, 6], [84, 11, 85, 12], [93, 10, 94, 11], [104, 10, 105, 9], [113, 8, 114, 9], [12, 20, 13, 19], [13, 90, 14, 91], [14, 108, 15, 107], [80, 16, 81, 15], [92, 17, 93, 18], [105, 17, 106, 16], [18, 84, 19, 83], [20, 95, 21, 96], [65, 25, 66, 24], [74, 25, 75, 26], [86, 22, 87, 21], [103, 22, 104, 23], [114, 24, 115, 23], [26, 43, 27, 44], [27, 59, 28, 58], [28, 70, 29, 69], [46, 29, 47, 30], [55, 31, 56, 30], [72, 32, 73, 31], [87, 34, 88, 35], [101, 33, 102, 32], [116, 33, 1, 34], [38, 61, 39, 62], [35, 88, 36, 89], [36, 98, 37, 97], [37, 109, 38, 108], [76, 41, 77, 42], [78, 40, 79, 39], [111, 41, 112, 40], [44, 58, 45, 57], [45, 69, 46, 68], [52, 50, 53, 49], [70, 48, 71, 47], [99, 49, 100, 48], [71, 54, 72, 55], [100, 53, 101, 54], [56, 67, 57, 68], [60, 110, 61, 109], [73, 66, 74, 67], [79, 63, 80, 62], [112, 64, 113, 63], [77, 111, 78, 110], [82, 92, 83, 91], [81, 106, 82, 107], [94, 86, 95, 85], [89, 97, 90, 96], [115, 102, 116, 103]]","[[1, 6], [2, -49], [3, 190], [4, -462], [5, 787], [6, -970], [7, 857], [8, -476], [9, 34], [10, 244], [11, -246], [12, -15], [13, 446], [14, -897], [15, 1173], [16, -1129], [17, 784], [18, -335], [19, 11], [20, 101], [21, -76], [22, 27], [23, -4]]",22,"[[-6, -2], [-5, 23], [-4, -132], [-3, 447], [-2, -979], [-1, 1511], [0, -1735], [1, 1511], [2, -979], [3, 447], [4, -132], [5, 23], [6, -2]]",12,6,7923,"[6, -49, 190, -462, 787, -970, 857, -476, 34, 244, -246, -15, 446, -897, 1173, -1129, 784, -335, 11, 101, -76, 27, -4]",1,23
"[0.140462, -0.934887, 0.784483, -0.162043, 0.0355937, 1.18903, 1.09351, 1.55163, -0.229449, -0.272278, -1.96584, 1.8302, 0.809392, 0.298631, 1.02254, 0.502912, 0.199768, -0.554555, -0.869975, -0.0665585, 0.40312, -0.143714, 0.353137, 0.894622, 0.185494, -0.46479, -0.548405]","[[1, 13, 2, 12], [2, 43, 3, 44], [14, 4, 15, 3], [29, 6, 30, 7], [41, 4, 42, 5], [52, 6, 53, 5], [9, 17, 10, 16], [8, 27, 9, 28], [7, 38, 8, 39], [11, 45, 12, 44], [10, 56, 11, 55], [42, 14, 43, 13], [54, 16, 55, 15], [17, 27, 18, 26], [18, 38, 19, 37], [30, 20, 31, 19], [32, 21, 33, 22], [59, 21, 60, 20], [23, 34, 24, 35], [25, 46, 26, 47], [22, 50, 23, 49], [24, 64, 25, 63], [39, 28, 40, 29], [60, 32, 61, 31], [36, 47, 37, 48], [33, 51, 34, 50], [35, 63, 36, 62], [53, 40, 54, 41], [45, 56, 46, 57], [51, 59, 52, 58], [48, 61, 49, 62], [57, 64, 58, 1]]","[[1, 1], [2, 1], [3, -1], [4, 2], [5, -4], [6, 4], [7, -4], [8, 3], [9, -2], [10, 1]]",9,"[[-3, -1], [-2, 3], [-1, -4], [0, 5], [1, -4], [2, 3], [3, -1]]",6,0,21,"[1, 1, -1, 2, -4, 4, -4, 3, -2, 1]",1,10
"[1.93378, -1.40936, 1.54807, 0.0313196, -0.93813, 1.38246, 1.49927, 0.0460235, 0.387168, -0.804609, 0.649194, 0.175291, 0.692399, -1.0229, -0.582919, 0.59773, 0.590498, -1.34148, -0.750128, 0.872501, 0.577713, -0.683195, -1.20066, -1.21031, 1.28092, -1.63232, 1.00188, -0.400556, 0.0588336, 0.395363, 0.556534]","[[18, 1, 19, 2], [22, 3, 23, 4], [35, 3, 36, 2], [39, 4, 40, 5], [5, 14, 6, 15], [7, 28, 8, 29], [6, 58, 7, 57], [27, 8, 28, 9], [44, 9, 45, 10], [10, 45, 11, 46], [11, 65, 12, 64], [16, 19, 17, 20], [12, 59, 13, 60], [13, 66, 14, 67], [15, 100, 16, 101], [104, 17, 1, 18], [37, 21, 38, 20], [49, 26, 50, 27], [69, 24, 70, 25], [88, 24, 89, 23], [94, 25, 95, 26], [102, 21, 103, 22], [29, 56, 30, 57], [30, 76, 31, 75], [32, 84, 33, 83], [31, 98, 32, 99], [71, 35, 72, 34], [80, 34, 81, 33], [103, 37, 104, 36], [48, 43, 49, 44], [68, 41, 69, 42], [89, 41, 90, 40], [93, 42, 94, 43], [101, 38, 102, 39], [46, 64, 47, 63], [62, 48, 63, 47], [77, 50, 78, 51], [85, 52, 86, 53], [96, 52, 97, 51], [58, 66, 59, 65], [55, 76, 56, 77], [53, 84, 54, 85], [60, 91, 61, 92], [54, 98, 55, 97], [92, 61, 93, 62], [67, 90, 68, 91], [81, 72, 82, 73], [87, 70, 88, 71], [73, 82, 74, 83], [74, 100, 75, 99], [95, 79, 96, 78], [86, 79, 87, 80]]","[[-25, -1], [-24, 3], [-23, -1], [-22, -11], [-21, 33], [-20, -56], [-19, 65], [-18, -51], [-17, 16], [-16, 25], [-15, -51], [-14, 39], [-13, 23], [-12, -121], [-11, 226], [-10, -298], [-9, 312], [-8, -271], [-7, 191], [-6, -103], [-5, 31], [-4, 12], [-3, -22], [-2, 16], [-1, -6], [0, 1]]",25,"[[-8, 1], [-7, -1], [-6, -17], [-5, 62], [-4, -108], [-3, 139], [-2, -169], [-1, 208], [0, -229], [1, 208], [2, -169], [3, 139], [4, -108], [5, 62], [6, -17], [7, -1], [8, 1]]",16,-10,1631,"[-1, 3, -1, -11, 33, -56, 65, -51, 16, 25, -51, 39, 23, -121, 226, -298, 312, -271, 191, -103, 31, 12, -22, 16, -6, 1]",-25,0
"[-0.352098, -0.468527, 0.705358, 1.23803, 0.946085, -0.106284, 0.168436, 0.649612, 0.847371, -0.181167, 1.46977, -0.0737533, -0.702087, -1.69211, -0.638775, 0.489422, -2.20614, 0.203422, 0.516167, -0.171863, 0.261408, 0.499318, 1.83774, -0.129489, 0.627494, 1.09932, -1.25609]","[[10, 3, 11, 4], [29, 4, 30, 5], [44, 2, 45, 1], [73, 3, 74, 2], [5, 16, 6, 17], [7, 19, 8, 18], [6, 97, 7, 98], [27, 9, 28, 8], [86, 11, 87, 12], [100, 9, 101, 10], [12, 32, 13, 31], [13, 60, 14, 61], [15, 63, 16, 62], [14, 83, 15, 84], [98, 18, 99, 17], [19, 36, 20, 37], [23, 41, 24, 40], [22, 56, 23, 55], [20, 65, 21, 66], [21, 69, 22, 68], [24, 78, 25, 77], [47, 27, 48, 26], [76, 26, 77, 25], [85, 30, 86, 31], [99, 28, 100, 29], [33, 58, 34, 59], [35, 65, 36, 64], [34, 81, 35, 82], [32, 93, 33, 94], [48, 37, 49, 38], [53, 38, 54, 39], [39, 52, 40, 53], [41, 79, 42, 78], [42, 89, 43, 90], [90, 43, 91, 44], [66, 50, 67, 49], [75, 47, 76, 46], [102, 46, 1, 45], [51, 55, 52, 54], [50, 68, 51, 67], [57, 70, 58, 71], [56, 80, 57, 79], [59, 95, 60, 94], [84, 62, 85, 61], [63, 96, 64, 97], [69, 81, 70, 80], [71, 93, 72, 92], [87, 73, 88, 72], [101, 75, 102, 74], [82, 96, 83, 95], [91, 89, 92, 88]]","[[-7, -1], [-6, 1], [-5, 17], [-4, -90], [-3, 265], [-2, -547], [-1, 868], [0, -1102], [1, 1125], [2, -892], [3, 449], [4, 89], [5, -573], [6, 878], [7, -938], [8, 780], [9, -510], [10, 256], [11, -92], [12, 20], [13, -2]]",20,"[[-8, -1], [-7, 10], [-6, -45], [-5, 113], [-4, -182], [-3, 192], [-2, -109], [-1, -11], [0, 67], [1, -11], [2, -109], [3, 192], [4, -182], [5, 113], [6, -45], [7, 10], [8, -1]]",16,6,1215,"[-1, 1, 17, -90, 265, -547, 868, -1102, 1125, -892, 449, 89, -573, 878, -938, 780, -510, 256, -92, 20, -2]",-7,13
"[-0.32834, 1.07842, -1.25781, -0.161896, -0.566217, 0.141937, 1.1691, -0.214863, 1.18729, -0.0595744, -1.81904, -0.260782, -2.97092, 0.535362, -0.726565, 1.74192, -0.837426, -0.816767, 0.502574, 0.647206, -0.311596, -0.162881, -0.0615571, 0.642594, -1.50223]","[[17, 3, 18, 2], [25, 7, 26, 6], [39, 5, 40, 4], [62, 1, 63, 2], [82, 6, 83, 5], [96, 4, 97, 3], [11, 21, 12, 20], [9, 31, 10, 30], [10, 55, 11, 56], [12, 68, 13, 67], [8, 90, 9, 89], [7, 103, 8, 102], [13, 113, 14, 112], [49, 14, 50, 15], [61, 19, 62, 18], [107, 17, 108, 16], [118, 16, 119, 15], [19, 46, 20, 47], [22, 31, 23, 32], [21, 55, 22, 54], [23, 90, 24, 91], [24, 103, 25, 104], [41, 26, 42, 27], [29, 44, 30, 45], [33, 71, 34, 70], [32, 80, 33, 79], [28, 88, 29, 87], [27, 101, 28, 100], [34, 116, 35, 115], [93, 37, 94, 36], [116, 36, 117, 35], [37, 72, 38, 73], [83, 41, 84, 40], [105, 39, 106, 38], [45, 56, 46, 57], [43, 89, 44, 88], [42, 102, 43, 101], [47, 111, 48, 110], [65, 48, 66, 49], [75, 50, 76, 51], [52, 69, 53, 70], [53, 78, 54, 79], [57, 86, 58, 87], [58, 99, 59, 100], [51, 114, 52, 115], [84, 59, 85, 60], [97, 60, 98, 61], [108, 63, 109, 64], [119, 64, 120, 65], [68, 78, 69, 77], [71, 92, 72, 93], [66, 111, 67, 112], [94, 73, 95, 74], [117, 74, 118, 75], [80, 91, 81, 92], [81, 104, 82, 105], [76, 113, 77, 114], [85, 99, 86, 98], [106, 96, 107, 95], [120, 109, 1, 110]]","[[-12, -4], [-11, 10], [-10, -6], [-9, -14], [-8, 18], [-7, 40], [-6, -134], [-5, 135], [-4, 97], [-3, -559], [-2, 1085], [-1, -1466], [0, 1577], [1, -1395], [2, 969], [3, -405], [4, -121], [5, 424], [6, -432], [7, 248], [8, -60], [9, -22], [10, 18], [11, 2], [12, -6], [13, 2]]",25,"[[-10, -3], [-9, 14], [-8, -35], [-7, 53], [-6, -25], [-5, -74], [-4, 234], [-3, -456], [-2, 741], [-1, -1037], [0, 1177], [1, -1037], [2, 741], [3, -456], [4, 234], [5, -74], [6, -25], [7, 53], [8, -35], [9, 14], [10, -3]]",20,0,6001,"[-4, 10, -6, -14, 18, 40, -134, 135, 97, -559, 1085, -1466, 1577, -1395, 969, -405, -121, 424, -432, 248, -60, -22, 18, 2, -6, 2]",-12,13
"[-0.556014, 0.86117, -1.49274, 0.246075, -0.0961214, 1.03021, 0.628455, 2.22339, -0.173045, -1.81658, 1.05854, -1.35574, -0.801717, 1.49226, 1.31742, 0.0768948, 0.289375, 0.368676, -1.15782, 0.281238, 0.55394]","[[44, 2, 45, 1], [4, 9, 5, 10], [2, 12, 3, 11], [5, 30, 6, 31], [3, 47, 4, 46], [19, 6, 20, 7], [7, 20, 8, 21], [8, 30, 9, 29], [10, 45, 11, 46], [12, 27, 13, 28], [13, 36, 14, 37], [35, 14, 36, 15], [23, 16, 24, 17], [32, 18, 33, 17], [38, 15, 39, 16], [49, 18, 50, 19], [33, 22, 34, 23], [39, 25, 40, 24], [42, 26, 43, 25], [48, 22, 49, 21], [26, 42, 27, 41], [28, 48, 29, 47], [37, 35, 38, 34], [50, 32, 1, 31], [43, 41, 44, 40]]","[[-6, -1], [-5, 1], [-4, 1], [-3, -6], [-2, 13], [-1, -18], [0, 23], [1, -23], [2, 21], [3, -16], [4, 9], [5, -4], [6, 1]]",12,"[[-3, -2], [-2, 13], [-1, -31], [0, 41], [1, -31], [2, 13], [3, -2]]",6,0,133,"[-1, 1, 1, -6, 13, -18, 23, -23, 21, -16, 9, -4, 1]",-6,6
"[-0.110532, 1.21956, -0.578123, -0.0228631, -0.0485115, -0.0975921, 0.576062, -0.483602, 2.15689, -1.09762, -1.07992, 0.141745, 0.0807426, 0.779872, -0.721768, 1.13514, -0.945303, 0.23992, 1.64153, 0.529372, -0.508044]","[[2, 12, 3, 11], [1, 19, 2, 18], [3, 48, 4, 49], [5, 53, 6, 52], [4, 62, 5, 61], [6, 23, 7, 24], [8, 31, 9, 32], [7, 54, 8, 55], [26, 9, 27, 10], [41, 10, 42, 11], [12, 19, 13, 20], [15, 30, 16, 31], [13, 46, 14, 47], [14, 64, 15, 63], [27, 16, 28, 17], [42, 17, 43, 18], [20, 47, 21, 48], [22, 54, 23, 53], [21, 63, 22, 62], [33, 25, 34, 24], [43, 28, 44, 29], [56, 26, 57, 25], [29, 44, 30, 45], [32, 56, 33, 55], [39, 34, 40, 35], [49, 37, 50, 36], [58, 36, 59, 35], [37, 61, 38, 60], [51, 38, 52, 39], [57, 41, 58, 40], [45, 64, 46, 1], [59, 50, 60, 51]]","[[-11, -1], [-10, 3], [-9, -4], [-8, 5], [-7, -2], [-6, -4], [-5, 10], [-4, -16], [-3, 18], [-2, -17], [-1, 13], [0, -7], [1, 2], [2, 2], [3, -2], [4, 1]]",15,"[[-6, -1], [-5, 4], [-4, -5], [-3, 3], [-2, -7], [-1, 10], [0, -7], [1, 10], [2, -7], [3, 3], [4, -5], [5, 4], [6, -1]]",12,-2,67,"[-1, 3, -4, 5, -2, -4, 10, -16, 18, -17, 13, -7, 2, 2, -2, 1]",-11,4
"[-0.200766, 0.745553, -0.743103, -1.01985, -0.754672, -0.396446, 1.62389, -0.214872, -0.865464, -1.26705, 1.14013, 0.587042, 0.958569, -0.915516, 2.30436, -1.3371, 1.56519, 0.506306, 0.737954, -0.570571, -0.552393, -0.332336, 0.157748, -0.639613, 0.168929, 0.0537526, -0.730353, 0.755239, -1.16423]","[[74, 1, 75, 2], [5, 8, 6, 9], [3, 37, 4, 36], [4, 53, 5, 54], [2, 92, 3, 91], [95, 6, 96, 7], [10, 19, 11, 20], [11, 47, 12, 46], [9, 70, 10, 71], [12, 81, 13, 82], [7, 96, 8, 97], [13, 67, 14, 66], [29, 15, 30, 14], [49, 17, 50, 16], [78, 15, 79, 16], [17, 27, 18, 26], [20, 46, 21, 45], [18, 69, 19, 70], [21, 82, 22, 83], [30, 24, 31, 23], [50, 26, 51, 25], [65, 22, 66, 23], [77, 24, 78, 25], [48, 27, 49, 28], [64, 32, 65, 31], [79, 29, 80, 28], [33, 44, 34, 45], [34, 56, 35, 55], [35, 73, 36, 72], [32, 84, 33, 83], [37, 99, 38, 98], [76, 40, 77, 39], [88, 41, 89, 42], [93, 39, 94, 38], [101, 41, 102, 40], [43, 56, 44, 57], [47, 69, 48, 68], [42, 106, 43, 105], [94, 51, 95, 52], [54, 71, 55, 72], [57, 84, 58, 85], [52, 97, 53, 98], [63, 58, 64, 59], [87, 60, 88, 61], [102, 60, 103, 59], [62, 85, 63, 86], [61, 105, 62, 104], [67, 81, 68, 80], [73, 90, 74, 91], [100, 75, 101, 76], [103, 87, 104, 86], [89, 1, 90, 106], [99, 92, 100, 93]]","[[-10, 2], [-9, -14], [-8, 53], [-7, -126], [-6, 193], [-5, -165], [-4, -37], [-3, 400], [-2, -813], [-1, 1124], [0, -1220], [1, 1071], [2, -712], [3, 252], [4, 168], [5, -417], [6, 448], [7, -326], [8, 167], [9, -58], [10, 12], [11, -1]]",21,"[[-8, 1], [-7, -3], [-6, -7], [-5, 65], [-4, -201], [-3, 373], [-2, -465], [-1, 435], [0, -395], [1, 435], [2, -465], [3, 373], [4, -201], [5, 65], [6, -7], [7, -3], [8, 1]]",16,-2,3479,"[2, -14, 53, -126, 193, -165, -37, 400, -813, 1124, -1220, 1071, -712, 252, 168, -417, 448, -326, 167, -58, 12, -1]",-10,11
"[0.941161, -0.962372, 0.351449, -0.270778, -1.35741, 0.559181, -0.926414, -0.225282, 0.752728, -2.03822, -0.319113, 1.01012, 0.12322, 0.400103, 0.373014, -1.08994, 1.33263, -0.0333252, 0.00973243, -1.2111, -1.29253, -0.322516, 1.37388, 0.249456, 0.384195]","[[31, 3, 32, 2], [50, 6, 51, 5], [72, 3, 73, 4], [90, 2, 91, 1], [105, 5, 106, 4], [9, 27, 10, 26], [11, 36, 12, 37], [7, 43, 8, 42], [12, 57, 13, 58], [8, 77, 9, 78], [6, 86, 7, 85], [10, 100, 11, 99], [68, 13, 69, 14], [83, 16, 84, 17], [94, 16, 95, 15], [115, 14, 116, 15], [18, 24, 19, 23], [19, 60, 20, 61], [20, 66, 21, 65], [17, 80, 18, 81], [64, 22, 65, 21], [24, 40, 25, 39], [28, 45, 29, 46], [30, 48, 31, 47], [22, 62, 23, 61], [29, 88, 30, 89], [27, 101, 28, 100], [25, 110, 26, 111], [55, 35, 56, 34], [91, 32, 92, 33], [118, 34, 1, 33], [35, 57, 36, 56], [40, 80, 41, 79], [38, 97, 39, 98], [37, 113, 38, 112], [44, 75, 45, 76], [46, 89, 47, 90], [43, 103, 44, 102], [41, 108, 42, 109], [48, 74, 49, 73], [49, 104, 50, 105], [69, 55, 70, 54], [93, 52, 94, 53], [106, 51, 107, 52], [116, 54, 117, 53], [62, 82, 63, 81], [59, 96, 60, 97], [58, 114, 59, 113], [82, 64, 83, 63], [66, 96, 67, 95], [67, 114, 68, 115], [92, 72, 93, 71], [117, 70, 118, 71], [74, 88, 75, 87], [76, 101, 77, 102], [78, 110, 79, 109], [107, 85, 108, 84], [86, 104, 87, 103], [98, 111, 99, 112]]","[[-6, -1], [-5, 3], [-4, 1], [-3, -17], [-2, 34], [-1, -29], [0, -16], [1, 91], [2, -163], [3, 208], [4, -208], [5, 168], [6, -95], [7, 8], [8, 61], [9, -89], [10, 73], [11, -38], [12, 11], [13, -1]]",19,"[[-6, -2], [-5, 12], [-4, -34], [-3, 61], [-2, -77], [-1, 79], [0, -77], [1, 79], [2, -77], [3, 61], [4, -34], [5, 12], [6, -2]]",12,6,607,"[-1, 3, 1, -17, 34, -29, -16, 91, -163, 208, -208, 168, -95, 8, 61, -89, 73, -38, 11, -1]",-6,13
"[-0.0122814, 2.06358, -0.182053, 0.57258, 0.825418, -0.567506, 0.0510584, 1.17437, 0.56387, -0.188391, 0.247159, -0.0121051, -0.391521, -0.602697, -0.442402, -0.625827, -0.349669, 0.444113, 0.75365, 3.03953, -1.31719, -2.05486, 0.640967, 1.20781, -0.202096]","[[11, 2, 12, 3], [18, 4, 19, 3], [36, 1, 37, 2], [47, 5, 48, 4], [6, 31, 7, 32], [7, 51, 8, 50], [5, 78, 6, 79], [20, 9, 21, 10], [35, 10, 36, 11], [71, 13, 72, 12], [81, 8, 82, 9], [14, 25, 15, 26], [13, 57, 14, 56], [28, 17, 29, 18], [34, 20, 35, 19], [53, 17, 54, 16], [74, 15, 75, 16], [82, 22, 1, 21], [23, 43, 24, 42], [22, 60, 23, 59], [24, 61, 25, 62], [46, 30, 47, 29], [54, 28, 55, 27], [73, 26, 74, 27], [30, 77, 31, 78], [48, 33, 49, 34], [64, 37, 65, 38], [67, 38, 68, 39], [79, 32, 80, 33], [41, 59, 42, 58], [39, 66, 40, 67], [40, 69, 41, 70], [52, 46, 53, 45], [60, 44, 61, 43], [75, 44, 76, 45], [80, 50, 81, 49], [51, 77, 52, 76], [72, 56, 73, 55], [57, 63, 58, 62], [63, 71, 64, 70], [68, 65, 69, 66]]","[[-12, 2], [-11, -13], [-10, 41], [-9, -84], [-8, 122], [-7, -121], [-6, 55], [-5, 76], [-4, -237], [-3, 386], [-2, -479], [-1, 483], [0, -405], [1, 269], [2, -121], [3, 11], [4, 45], [5, -53], [6, 38], [7, -20], [8, 8], [9, -2]]",21,"[[-8, 1], [-7, -9], [-6, 31], [-5, -55], [-4, 35], [-3, 76], [-2, -267], [-1, 454], [0, -531], [1, 454], [2, -267], [3, 76], [4, 35], [5, -55], [6, 31], [7, -9], [8, 1]]",16,-2,1863,"[2, -13, 41, -84, 122, -121, 55, 76, -237, 386, -479, 483, -405, 269, -121, 11, 45, -53, 38, -20, 8, -2]",-12,9
"[-0.0499297, -0.445206, 0.0224381, -0.561298, -1.24309, 1.29553, 0.781177, 0.441935, -2.10327, 0.573254, 1.12873, -2.95503, -0.335393, 0.657446, 1.00141, -0.639741, 1.82179, -0.0422682, -0.674181, 0.809175, 0.389541]","[[19, 5, 20, 4], [32, 3, 33, 4], [43, 6, 44, 7], [48, 5, 49, 6], [51, 3, 52, 2], [64, 2, 65, 1], [9, 26, 10, 27], [7, 44, 8, 45], [8, 62, 9, 61], [10, 70, 11, 69], [39, 13, 40, 12], [58, 12, 59, 11], [15, 25, 16, 24], [16, 36, 17, 35], [18, 49, 19, 50], [13, 57, 14, 56], [17, 62, 18, 63], [14, 71, 15, 72], [31, 21, 32, 20], [54, 23, 55, 24], [66, 21, 67, 22], [73, 23, 74, 22], [25, 37, 26, 36], [28, 41, 29, 42], [29, 47, 30, 46], [27, 60, 28, 61], [47, 31, 48, 30], [33, 51, 34, 50], [38, 57, 39, 58], [34, 64, 35, 63], [37, 71, 38, 70], [67, 41, 68, 40], [42, 46, 43, 45], [65, 52, 66, 53], [74, 54, 1, 53], [55, 73, 56, 72], [68, 60, 69, 59]]","[[-2, -1], [-1, 2], [0, 4], [1, -16], [2, 31], [3, -40], [4, 38], [5, -25], [6, 7], [7, 10], [8, -23], [9, 26], [10, -18], [11, 4], [12, 9], [13, -14], [14, 11], [15, -5], [16, 1]]",18,"[[-4, 3], [-3, -16], [-2, 27], [-1, -13], [0, -1], [1, -13], [2, 27], [3, -16], [4, 3]]",8,4,117,"[-1, 2, 4, -16, 31, -40, 38, -25, 7, 10, -23, 26, -18, 4, 9, -14, 11, -5, 1]",-2,16
