permutation,PD_code,Jones_polynomial,Jones_polynomial_span,Alexander_polynomial,Alexander_polynomial_span,Signature,Determinant,coefficients,min_degree,max_degree
"[-0.577477, 0.431026, -0.923686, -1.02349, 0.382032, 1.34492, 1.30134, 0.737149, 1.03923, -1.1669, -0.0961404, -0.543929, 0.400265, -0.954564, -0.925109, -1.25429, -0.140928, -0.737452, 2.73217, -2.01134, -0.699499, -1.06719, 0.716818, -2.45378, -0.894158, -0.70839, -1.20111, 0.706602, -0.165066]","[[11, 2, 12, 3], [32, 3, 33, 4], [50, 5, 51, 6], [72, 1, 73, 2], [81, 4, 82, 5], [6, 66, 7, 65], [31, 11, 32, 10], [49, 9, 50, 8], [53, 12, 54, 13], [64, 8, 65, 7], [80, 10, 81, 9], [14, 55, 15, 56], [16, 70, 17, 69], [13, 74, 14, 75], [15, 87, 16, 86], [25, 19, 26, 18], [30, 17, 31, 18], [39, 20, 40, 21], [46, 19, 47, 20], [60, 21, 61, 22], [22, 41, 23, 42], [29, 27, 30, 26], [47, 25, 48, 24], [62, 24, 63, 23], [27, 45, 28, 44], [45, 29, 46, 28], [52, 33, 53, 34], [38, 44, 39, 43], [35, 56, 36, 57], [37, 69, 38, 68], [34, 75, 35, 76], [36, 86, 37, 85], [61, 40, 62, 41], [42, 59, 43, 60], [79, 48, 80, 49], [82, 52, 83, 51], [58, 68, 59, 67], [54, 73, 55, 74], [57, 85, 58, 84], [78, 63, 79, 64], [66, 77, 67, 78], [70, 87, 71, 88], [88, 71, 1, 72], [76, 84, 77, 83]]","[[-11, -1], [-10, 3], [-9, -5], [-8, 8], [-7, -11], [-6, 12], [-5, -12], [-4, 10], [-3, -7], [-2, 5], [-1, -2], [0, 1]]",11,"[[-3, -2], [-2, 9], [-1, -17], [0, 21], [1, -17], [2, 9], [3, -2]]",6,-4,77,"[-1, 3, -5, 8, -11, 12, -12, 10, -7, 5, -2, 1]",-11,0
"[1.17208, 0.273721, -0.0260303, -0.283535, -1.25837, -0.990865, -1.02373, 0.178145, -0.106497, 1.29576, 1.30572, -0.243446, 0.153939, 0.402247, -0.593851, 0.793654, 0.174609, 0.217532, 0.688681, -1.52811, -0.0500585]","[[10, 3, 11, 4], [12, 2, 13, 1], [23, 3, 24, 2], [4, 22, 5, 21], [18, 8, 19, 7], [26, 6, 27, 5], [33, 6, 34, 7], [9, 29, 10, 28], [8, 31, 9, 32], [11, 23, 12, 22], [17, 15, 18, 14], [24, 14, 25, 13], [30, 16, 31, 15], [16, 30, 17, 29], [20, 28, 21, 27], [19, 32, 20, 33], [34, 26, 1, 25]]","[[2, 2], [3, -5], [4, 9], [5, -11], [6, 13], [7, -12], [8, 10], [9, -7], [10, 3], [11, -1]]",9,"[[-3, -1], [-2, 8], [-1, -17], [0, 21], [1, -17], [2, 8], [3, -1]]",6,4,73,"[2, -5, 9, -11, 13, -12, 10, -7, 3, -1]",2,11
"[0.454249, 0.987465, -1.14732, -0.825327, -0.0908854, -0.254686, -0.0951982, -1.27296, 1.30097, 0.390881, 1.27588, 1.85679, 1.50112, 0.192868, -1.03439, -0.337373, -2.076, -1.33487, 1.32292, -1.03058, -1.02015]","[[6, 2, 7, 1], [11, 2, 12, 3], [3, 9, 4, 8], [9, 5, 10, 4], [12, 6, 1, 5], [10, 7, 11, 8]]","[[1, 1], [3, 1], [4, -1]]",3,"[[-1, 1], [0, -1], [1, 1]]",2,2,3,"[1, 1, -1]",1,4
"[1.18129, -1.37837, -1.15113, -0.496682, -1.72398, -0.619045, -0.683203, 0.673836, -0.242031, -1.35176, -2.08723, -0.108188, 0.447847, -0.339203, 0.434598, -1.82871, -1.27386, 0.587182, 1.29428, -0.261555, 2.01775]","[[10, 3, 11, 4], [18, 1, 19, 2], [21, 3, 22, 2], [25, 4, 26, 5], [30, 5, 31, 6], [6, 13, 7, 14], [16, 9, 17, 10], [23, 9, 24, 8], [28, 8, 29, 7], [12, 28, 13, 27], [11, 33, 12, 32], [22, 17, 23, 18], [24, 16, 25, 15], [29, 15, 30, 14], [34, 19, 1, 20], [20, 33, 21, 34], [26, 32, 27, 31]]","[[-4, 1], [-3, -2], [-2, 3], [-1, -4], [0, 5], [1, -4], [2, 3], [3, -2], [4, 1]]",8,"[[-3, -1], [-2, 3], [-1, -5], [0, 7], [1, -5], [2, 3], [3, -1]]",6,0,25,"[1, -2, 3, -4, 5, -4, 3, -2, 1]",-4,4
"[0.290214, -0.976909, 2.75095, -1.15385, 0.802744, -0.835089, -0.560826, 0.00987176, 1.29604, -0.706957, -0.706355, -0.466917, -1.97125, 1.49189, 1.16036, -0.0971743, -0.708232, -1.90477, 0.0433622, 1.40647, 1.80136]","[[23, 2, 24, 3], [34, 2, 35, 1], [3, 22, 4, 23], [4, 53, 5, 54], [19, 6, 20, 7], [26, 6, 27, 5], [39, 9, 40, 8], [50, 7, 51, 8], [9, 48, 10, 49], [10, 58, 11, 57], [31, 12, 32, 13], [36, 13, 37, 14], [46, 11, 47, 12], [15, 30, 16, 31], [14, 35, 15, 36], [16, 45, 17, 46], [17, 56, 18, 57], [24, 21, 25, 22], [41, 18, 42, 19], [51, 20, 52, 21], [42, 28, 43, 27], [52, 26, 53, 25], [29, 45, 30, 44], [28, 56, 29, 55], [38, 33, 39, 34], [59, 33, 60, 32], [49, 41, 50, 40], [60, 38, 1, 37], [43, 55, 44, 54], [47, 58, 48, 59]]","[[-10, -1], [-9, 1], [-6, -3], [-5, 10], [-4, -18], [-3, 27], [-2, -32], [-1, 33], [0, -30], [1, 23], [2, -14], [3, 6], [4, -1]]",14,"[[-3, 6], [-2, -24], [-1, 44], [0, -51], [1, 44], [2, -24], [3, 6]]",6,-2,199,"[-1, 1, -3, 10, -18, 27, -32, 33, -30, 23, -14, 6, -1]",-10,4
"[-0.0536263, -0.622796, -0.938909, 0.0112084, 0.926852, 0.382857, 0.867847, -1.76189, 0.495609, 2.55269, -1.41026, -0.86882, 0.40185, -0.408024, 0.0501563, -2.07398, -1.03683, 0.341937, 1.27954, -1.76186, 0.399903, -0.681018, 0.642275, -1.31388, -2.18237]","[[34, 2, 35, 1], [46, 3, 47, 4], [53, 5, 54, 4], [65, 7, 66, 6], [91, 3, 92, 2], [104, 6, 105, 5], [7, 65, 8, 64], [52, 9, 53, 10], [103, 8, 104, 9], [10, 51, 11, 52], [12, 63, 13, 64], [11, 102, 12, 103], [37, 16, 38, 17], [56, 15, 57, 16], [66, 13, 67, 14], [85, 19, 86, 18], [95, 14, 96, 15], [108, 17, 109, 18], [20, 29, 21, 30], [19, 42, 20, 43], [22, 59, 23, 60], [23, 98, 24, 99], [21, 112, 22, 113], [39, 26, 40, 27], [58, 25, 59, 26], [97, 24, 98, 25], [110, 27, 111, 28], [28, 41, 29, 42], [31, 72, 32, 73], [30, 88, 31, 87], [44, 35, 45, 36], [74, 33, 75, 34], [83, 39, 84, 38], [107, 37, 108, 36], [117, 33, 118, 32], [43, 87, 44, 86], [40, 112, 41, 111], [76, 48, 77, 47], [92, 46, 93, 45], [115, 48, 116, 49], [50, 78, 51, 77], [49, 114, 50, 115], [82, 58, 83, 57], [93, 54, 94, 55], [106, 56, 107, 55], [62, 67, 63, 68], [61, 81, 62, 80], [60, 99, 61, 100], [69, 78, 70, 79], [71, 89, 72, 88], [68, 102, 69, 101], [70, 114, 71, 113], [90, 76, 91, 75], [118, 74, 1, 73], [79, 100, 80, 101], [96, 81, 97, 82], [109, 84, 110, 85], [105, 95, 106, 94], [116, 90, 117, 89]]","[[-18, -8], [-17, 52], [-16, -123], [-15, 50], [-14, 425], [-13, -1141], [-12, 1029], [-11, 1475], [-10, -7060], [-9, 14475], [-8, -20978], [-7, 23940], [-6, -22176], [-5, 16175], [-4, -7657], [-3, -920], [-2, 7001], [-1, -8998], [0, 7255], [1, -3831], [2, 1005], [3, 221], [4, -274], [5, 25], [6, 75], [7, -45], [8, 9]]",26,"[[-10, -8], [-9, 66], [-8, -253], [-7, 621], [-6, -1177], [-5, 2023], [-4, -3478], [-3, 5890], [-2, -9122], [-1, 12139], [0, -13401], [1, 12139], [2, -9122], [3, 5890], [4, -3478], [5, 2023], [6, -1177], [7, 621], [8, -253], [9, 66], [10, -8]]",20,-2,82955,"[-8, 52, -123, 50, 425, -1141, 1029, 1475, -7060, 14475, -20978, 23940, -22176, 16175, -7657, -920, 7001, -8998, 7255, -3831, 1005, 221, -274, 25, 75, -45, 9]",-18,8
"[-0.371692, 2.18948, -0.76481, 0.257086, 0.318999, -1.58856, -1.29915, 0.95953, -0.162766, -0.298421, 0.62955, -1.59196, 0.367911, 0.808013, -1.31457, -0.212554, 0.87262, 0.988363, -1.31473, 2.36717, 0.675299, 1.31884, 1.47478, 1.11044, 0.699133]","[[15, 2, 16, 3], [22, 6, 23, 5], [32, 1, 33, 2], [51, 5, 52, 4], [64, 4, 65, 3], [8, 42, 9, 41], [7, 49, 8, 48], [6, 77, 7, 78], [24, 11, 25, 12], [39, 11, 40, 10], [46, 10, 47, 9], [53, 12, 54, 13], [59, 16, 60, 17], [66, 13, 67, 14], [81, 14, 82, 15], [19, 50, 20, 51], [18, 57, 19, 58], [17, 62, 18, 63], [20, 76, 21, 75], [38, 25, 39, 26], [45, 26, 46, 27], [74, 22, 75, 21], [78, 24, 79, 23], [27, 71, 28, 70], [36, 30, 37, 29], [43, 29, 44, 28], [55, 30, 56, 31], [60, 33, 61, 34], [82, 31, 1, 32], [34, 61, 35, 62], [56, 36, 57, 35], [68, 38, 69, 37], [40, 48, 41, 47], [42, 72, 43, 71], [69, 45, 70, 44], [49, 73, 50, 72], [67, 54, 68, 55], [79, 53, 80, 52], [63, 58, 64, 59], [80, 66, 81, 65], [73, 77, 74, 76]]","[[-9, -2], [-8, 10], [-7, -21], [-6, 15], [-5, 35], [-4, -130], [-3, 225], [-2, -254], [-1, 182], [0, -20], [1, -177], [2, 348], [3, -444], [4, 433], [5, -319], [6, 150], [8, -77], [9, 80], [10, -47], [11, 17], [12, -3]]",21,"[[-9, -1], [-8, 5], [-7, -8], [-6, 5], [-5, -14], [-4, 59], [-3, -115], [-2, 121], [-1, -74], [0, 45], [1, -74], [2, 121], [3, -115], [4, 59], [5, -14], [6, 5], [7, -8], [8, 5], [9, -1]]",18,0,849,"[-2, 10, -21, 15, 35, -130, 225, -254, 182, -20, -177, 348, -444, 433, -319, 150, -77, 80, -47, 17, -3]",-9,12
"[-0.363507, -0.970995, 0.37149, -0.852558, -0.878766, 0.533764, -0.352353, 0.186274, 1.8205, -0.203079, 0.318958, -0.372577, 0.154673, -0.103173, -1.2168, 2.38899, -1.94346, 0.0397727, -0.246188, 2.10666, -0.659188]","[[9, 5, 10, 4], [16, 2, 17, 1], [18, 3, 19, 4], [26, 6, 27, 5], [33, 3, 34, 2], [7, 25, 8, 24], [6, 38, 7, 37], [35, 10, 36, 11], [39, 9, 40, 8], [11, 14, 12, 15], [31, 13, 32, 12], [13, 31, 14, 30], [42, 16, 1, 15], [34, 18, 35, 17], [40, 19, 41, 20], [20, 23, 21, 24], [28, 21, 29, 22], [22, 29, 23, 30], [36, 27, 37, 28], [38, 26, 39, 25], [41, 33, 42, 32]]","[[-2, -1], [-1, 3], [0, -7], [1, 13], [2, -18], [3, 24], [4, -25], [5, 24], [6, -20], [7, 14], [8, -9], [9, 4], [10, -1]]",12,"[[-3, 4], [-2, -17], [-1, 37], [0, -47], [1, 37], [2, -17], [3, 4]]",6,2,163,"[-1, 3, -7, 13, -18, 24, -25, 24, -20, 14, -9, 4, -1]",-2,10
"[0.454791, -0.498557, -0.237277, -0.558257, -0.531975, 1.62128, 0.950161, 0.0452945, -0.0472079, 0.321657, -0.407869, 0.790012, -0.224404, 1.34135, 0.928276, 0.80398, 1.28525, 0.605235, -0.402002, -0.661509, -0.147554, 0.744238, -0.968433, -0.5159, 0.315874, -1.55326, -0.6067, -0.183073, 1.21693, -0.209234, 1.04911]","[[93, 2, 94, 3], [106, 2, 107, 1], [7, 20, 8, 21], [4, 55, 5, 56], [6, 73, 7, 74], [5, 88, 6, 89], [3, 109, 4, 108], [24, 11, 25, 12], [32, 10, 33, 9], [63, 10, 64, 11], [77, 12, 78, 13], [115, 9, 116, 8], [13, 45, 14, 44], [17, 50, 18, 51], [14, 67, 15, 68], [16, 83, 17, 84], [19, 99, 20, 98], [15, 104, 16, 105], [18, 114, 19, 113], [33, 23, 34, 22], [62, 23, 63, 24], [78, 25, 79, 26], [116, 22, 117, 21], [26, 46, 27, 45], [27, 66, 28, 67], [29, 82, 30, 83], [28, 103, 29, 104], [42, 37, 43, 38], [49, 31, 50, 30], [60, 35, 61, 36], [75, 34, 76, 35], [91, 38, 92, 39], [100, 31, 101, 32], [119, 36, 120, 37], [39, 56, 40, 57], [40, 89, 41, 90], [58, 41, 59, 42], [120, 44, 1, 43], [64, 48, 65, 47], [79, 47, 80, 46], [101, 49, 102, 48], [51, 71, 52, 70], [52, 86, 53, 85], [54, 96, 55, 95], [53, 111, 54, 110], [76, 62, 77, 61], [80, 65, 81, 66], [90, 58, 91, 57], [118, 60, 119, 59], [69, 84, 70, 85], [72, 98, 73, 97], [68, 105, 69, 106], [71, 113, 72, 112], [117, 75, 118, 74], [102, 82, 103, 81], [87, 97, 88, 96], [86, 112, 87, 111], [107, 93, 108, 92], [94, 110, 95, 109], [114, 100, 115, 99]]","[[-9, 2], [-8, -4], [-7, 10], [-6, -39], [-5, 106], [-4, -179], [-3, 173], [-2, -29], [-1, -223], [0, 480], [1, -642], [2, 672], [3, -573], [4, 373], [5, -124], [6, -89], [7, 185], [8, -154], [9, 68], [10, -12], [11, 9], [12, -23], [13, 23], [14, -11], [15, 2]]",24,"[[-11, 1], [-10, -5], [-9, 11], [-8, -13], [-7, -1], [-6, 30], [-5, -39], [-4, 9], [-3, -15], [-2, 175], [-1, -449], [0, 593], [1, -449], [2, 175], [3, -15], [4, 9], [5, -39], [6, 30], [7, -1], [8, -13], [9, 11], [10, -5], [11, 1]]",22,0,1969,"[2, -4, 10, -39, 106, -179, 173, -29, -223, 480, -642, 672, -573, 373, -124, -89, 185, -154, 68, -12, 9, -23, 23, -11, 2]",-9,15
"[-0.828956, -0.0118658, -2.62289, -1.52709, 0.159536, 1.08532, 0.293243, -0.165829, -0.547317, 0.643223, -1.05241, 0.776524, -1.35098, -0.0356148, -1.84627, 0.350529, -0.293471, 1.80611, 2.15602, 0.85469, -0.0424149, -1.75327, -0.318508, -0.312578, -0.0456796]","[[58, 2, 59, 1], [91, 2, 92, 3], [6, 33, 7, 34], [5, 44, 6, 45], [4, 58, 5, 57], [7, 66, 8, 67], [8, 83, 9, 84], [3, 92, 4, 93], [18, 10, 19, 9], [30, 11, 31, 12], [41, 12, 42, 13], [63, 10, 64, 11], [78, 13, 79, 14], [16, 31, 17, 32], [15, 42, 16, 43], [17, 64, 18, 65], [14, 79, 15, 80], [51, 21, 52, 20], [86, 21, 87, 22], [97, 22, 98, 23], [104, 19, 105, 20], [23, 71, 24, 70], [49, 26, 50, 27], [61, 28, 62, 29], [76, 30, 77, 29], [88, 26, 89, 25], [99, 25, 100, 24], [106, 28, 107, 27], [34, 55, 35, 56], [32, 82, 33, 81], [35, 95, 36, 94], [48, 37, 49, 38], [60, 39, 61, 40], [77, 41, 78, 40], [89, 37, 90, 36], [107, 39, 108, 38], [45, 56, 46, 57], [43, 81, 44, 80], [46, 94, 47, 93], [73, 51, 74, 50], [90, 48, 91, 47], [53, 69, 54, 68], [52, 86, 53, 85], [54, 101, 55, 102], [75, 63, 76, 62], [108, 60, 1, 59], [65, 83, 66, 82], [69, 97, 70, 96], [67, 103, 68, 102], [87, 73, 88, 72], [98, 72, 99, 71], [105, 75, 106, 74], [84, 104, 85, 103], [95, 101, 96, 100]]","[[-10, 1], [-9, -3], [-8, 4], [-7, -8], [-6, 21], [-5, -35], [-4, 28], [-3, 11], [-2, -61], [-1, 85], [0, -64], [1, 10], [2, 54], [3, -106], [4, 136], [5, -130], [6, 83], [7, -13], [8, -44], [9, 60], [10, -40], [11, 14], [12, -1], [13, -1]]",23,"[[-9, 1], [-8, -3], [-7, -1], [-6, 19], [-5, -40], [-4, 37], [-3, -9], [-2, -5], [-1, -9], [0, 21], [1, -9], [2, -5], [3, -9], [4, 37], [5, -40], [6, 19], [7, -1], [8, -3], [9, 1]]",18,4,233,"[1, -3, 4, -8, 21, -35, 28, 11, -61, 85, -64, 10, 54, -106, 136, -130, 83, -13, -44, 60, -40, 14, -1, -1]",-10,13
"[-1.74852, 1.1804, -1.03445, -0.435646, 0.268291, 0.539746, -0.884143, 0.335488, 0.238151, 0.433028, 0.454137, -0.64743, -0.188668, -0.264179, -1.25249, 0.526254, -1.67116, -1.144, 0.417789, 1.19155, -0.012821, -0.345662, -0.552726, -0.167654, -0.725213]","[[44, 2, 45, 1], [5, 28, 6, 29], [3, 36, 4, 37], [4, 40, 5, 39], [2, 46, 3, 45], [22, 8, 23, 7], [25, 8, 26, 9], [52, 10, 53, 9], [57, 7, 58, 6], [13, 24, 14, 25], [12, 49, 13, 50], [10, 52, 11, 51], [11, 55, 12, 54], [23, 14, 24, 15], [32, 15, 33, 16], [43, 17, 44, 16], [20, 27, 21, 28], [18, 35, 19, 36], [19, 41, 20, 40], [17, 47, 18, 46], [56, 22, 57, 21], [29, 38, 30, 39], [26, 56, 27, 55], [37, 30, 38, 31], [42, 34, 43, 33], [58, 32, 1, 31], [34, 48, 35, 47], [41, 48, 42, 49], [53, 51, 54, 50]]","[[-2, 1], [-1, -5], [0, 13], [1, -24], [2, 36], [3, -44], [4, 49], [5, -47], [6, 40], [7, -29], [8, 17], [9, -8], [10, 3], [11, -1]]",13,"[[-5, -1], [-4, 6], [-3, -18], [-2, 39], [-1, -60], [0, 69], [1, -60], [2, 39], [3, -18], [4, 6], [5, -1]]",10,4,317,"[1, -5, 13, -24, 36, -44, 49, -47, 40, -29, 17, -8, 3, -1]",-2,11
"[1.90294, 0.653788, -0.910166, -1.03057, -0.545046, -1.7193, -1.18521, 0.656155, -0.0511884, 1.00111, -1.45482, -0.0282084, 0.0128155, 1.62006, -2.20586, 1.65316, 0.499716, -0.212209, -0.976904, 1.09055, 0.284767, -0.322647, -2.556]","[[4, 24, 5, 23], [3, 33, 4, 32], [1, 49, 2, 48], [2, 66, 3, 65], [13, 11, 14, 10], [26, 8, 27, 7], [52, 6, 53, 5], [57, 8, 58, 9], [69, 7, 70, 6], [74, 9, 75, 10], [11, 60, 12, 61], [59, 12, 60, 13], [15, 18, 16, 19], [16, 37, 17, 38], [14, 61, 15, 62], [36, 17, 37, 18], [21, 31, 22, 30], [19, 38, 20, 39], [22, 46, 23, 45], [20, 64, 21, 63], [51, 25, 52, 24], [68, 26, 69, 25], [27, 42, 28, 43], [31, 47, 32, 46], [29, 55, 30, 54], [28, 72, 29, 71], [50, 34, 51, 33], [67, 35, 68, 34], [76, 35, 1, 36], [41, 56, 42, 57], [39, 63, 40, 62], [40, 73, 41, 74], [44, 54, 45, 53], [47, 64, 48, 65], [43, 71, 44, 70], [66, 49, 67, 50], [55, 72, 56, 73], [75, 58, 76, 59]]","[[-3, 1], [-2, -3], [-1, 7], [0, -12], [1, 17], [2, -20], [3, 22], [4, -20], [5, 16], [6, -11], [7, 6], [8, -3], [9, 1]]",12,"[[-4, -2], [-3, 8], [-2, -17], [-1, 27], [0, -31], [1, 27], [2, -17], [3, 8], [4, -2]]",8,2,139,"[1, -3, 7, -12, 17, -20, 22, -20, 16, -11, 6, -3, 1]",-3,9
"[-0.887419, -0.0713064, -0.200238, -0.885485, 0.287415, -1.46233, 0.883641, 0.774812, 0.153401, 1.29082, 0.578675, 1.71839, 0.767662, -1.61083, -0.972319, -1.41003, -1.72578, 2.25982, 0.37238, -1.1374, 0.226334]","[[1, 11, 2, 10], [2, 17, 3, 18], [8, 4, 9, 3], [21, 5, 22, 4], [5, 23, 6, 22], [20, 7, 21, 8], [23, 7, 24, 6], [11, 15, 12, 14], [9, 19, 10, 18], [15, 13, 16, 12], [13, 17, 14, 16], [24, 20, 1, 19]]","[[2, 1], [3, -1], [4, 3], [5, -3], [6, 4], [7, -4], [8, 2], [9, -2], [10, 1]]",8,"[[-2, 2], [-1, -5], [0, 7], [1, -5], [2, 2]]",4,4,21,"[1, -1, 3, -3, 4, -4, 2, -2, 1]",2,10
"[-0.60896, 1.63213, -0.542813, 0.559881, 2.01052, 1.73315, -0.358354, -0.710616, 0.229669, -1.25689, -0.629936, -0.465594, -0.961147, -0.077848, 0.2305, 0.595901, -0.185746, -0.346728, 0.939642, 0.278564, 1.51835, 0.528672, 3.18743, -1.19722, 2.75528]","[[9, 2, 10, 3], [22, 2, 23, 1], [46, 3, 47, 4], [4, 27, 5, 28], [5, 34, 6, 35], [28, 7, 29, 8], [35, 6, 36, 7], [45, 9, 46, 8], [11, 26, 12, 27], [12, 33, 13, 34], [13, 42, 14, 43], [10, 48, 11, 47], [51, 15, 52, 14], [19, 17, 20, 16], [38, 15, 39, 16], [17, 40, 18, 41], [24, 21, 25, 22], [31, 20, 32, 21], [39, 18, 40, 19], [54, 24, 1, 23], [25, 49, 26, 48], [44, 30, 45, 29], [53, 31, 54, 30], [32, 50, 33, 49], [43, 37, 44, 36], [52, 38, 53, 37], [41, 51, 42, 50]]","[[-9, 1], [-8, -1], [-6, 2], [-5, -5], [-4, 6], [-3, -6], [-2, 5], [-1, -2], [0, -1], [1, 4], [2, -5], [3, 5], [4, -3], [5, 1]]",14,"[[-4, -3], [-3, 8], [-2, -5], [-1, -9], [0, 19], [1, -9], [2, -5], [3, 8], [4, -3]]",8,0,5,"[1, -1, 2, -5, 6, -6, 5, -2, -1, 4, -5, 5, -3, 1]",-9,5
"[1.51224, 1.3575, -0.360656, -0.441225, 0.612291, 0.762825, -0.545452, 1.17973, -0.143072, -0.0754999, -2.46233, -0.615135, 0.243246, -3.40846, 0.167017, -2.66259, -0.145326, -0.317066, -0.98959, -1.16105, 0.0392861, -0.423533, -0.823882, 0.682178, 0.873363, 0.302829, -0.0715226, -0.184968, -0.229333]","[[19, 2, 20, 3], [32, 2, 33, 1], [7, 10, 8, 11], [4, 21, 5, 22], [5, 31, 6, 30], [3, 39, 4, 38], [6, 45, 7, 46], [43, 9, 44, 8], [13, 16, 14, 17], [11, 28, 12, 29], [12, 35, 13, 36], [9, 43, 10, 42], [25, 14, 26, 15], [17, 25, 18, 24], [15, 26, 16, 27], [49, 18, 50, 19], [23, 36, 24, 37], [20, 40, 21, 39], [22, 47, 23, 48], [27, 35, 28, 34], [31, 40, 32, 41], [29, 47, 30, 46], [50, 34, 1, 33], [37, 49, 38, 48], [41, 44, 42, 45]]","[[-7, -1], [-6, 1], [-4, -1], [-3, 2], [-2, -2], [-1, 3], [0, -2], [1, 2], [2, -1]]",9,"[[-3, 1], [-2, -2], [-1, 2], [0, -1], [1, 2], [2, -2], [3, 1]]",6,-2,11,"[-1, 1, -1, 2, -2, 3, -2, 2, -1]",-7,2
"[-0.985979, 0.792773, 0.883455, 0.589901, 1.27488, 0.178084, 2.23498, -0.992041, -1.235, -2.10504, -0.310586, 0.127336, 0.431451, -0.131619, 2.23934, -1.06092, 0.391819, -1.05162, -0.756766, -1.20395, 0.353176]","[[41, 3, 42, 2], [54, 1, 55, 2], [3, 10, 4, 11], [20, 5, 21, 6], [35, 4, 36, 5], [45, 6, 46, 7], [8, 23, 9, 24], [9, 38, 10, 39], [7, 50, 8, 51], [19, 12, 20, 13], [34, 11, 35, 12], [44, 13, 45, 14], [51, 15, 52, 14], [15, 30, 16, 31], [31, 16, 32, 17], [43, 19, 44, 18], [46, 21, 47, 22], [52, 17, 53, 18], [24, 29, 25, 30], [22, 49, 23, 50], [25, 56, 26, 1], [40, 28, 41, 27], [55, 26, 56, 27], [28, 40, 29, 39], [42, 34, 43, 33], [47, 36, 48, 37], [53, 32, 54, 33], [37, 48, 38, 49]]","[[-15, -1], [-14, 1], [-13, -1], [-12, 1], [-11, -1], [-10, 1], [-9, -1], [-8, 1], [-7, -1], [-6, 2], [-5, -1], [-4, 1]]",11,"[[-7, -1], [-6, 3], [-5, -2], [-2, 1], [0, -1], [2, 1], [5, -2], [6, 3], [7, -1]]",14,-8,13,"[-1, 1, -1, 1, -1, 1, -1, 1, -1, 2, -1, 1]",-15,-4
"[-0.359624, 0.268292, 2.32361, 1.63624, -0.911397, 1.63507, -0.148438, 1.36549, 0.0546519, -1.20525, 0.260358, -0.456746, 0.81224, 0.239428, 0.387196, -0.139217, -0.127556, 1.27876, -0.176157, 1.32003, 0.397505, 0.0258556, 1.52214]","[[15, 3, 16, 2], [24, 8, 25, 7], [37, 4, 38, 5], [51, 7, 52, 6], [60, 4, 61, 3], [74, 2, 75, 1], [80, 6, 81, 5], [8, 24, 9, 23], [12, 39, 13, 40], [10, 50, 11, 49], [13, 59, 14, 58], [11, 79, 12, 78], [9, 91, 10, 90], [35, 16, 36, 17], [44, 19, 45, 20], [53, 19, 54, 18], [82, 18, 83, 17], [95, 15, 96, 14], [22, 27, 23, 28], [21, 46, 22, 47], [20, 67, 21, 68], [64, 25, 65, 26], [29, 49, 30, 48], [26, 65, 27, 66], [28, 90, 29, 89], [31, 69, 32, 68], [30, 87, 31, 88], [43, 33, 44, 32], [54, 33, 55, 34], [61, 37, 62, 36], [83, 34, 84, 35], [93, 38, 94, 39], [42, 70, 43, 69], [40, 77, 41, 78], [41, 86, 42, 87], [45, 66, 46, 67], [47, 89, 48, 88], [63, 52, 64, 53], [84, 55, 85, 56], [91, 51, 92, 50], [56, 71, 57, 72], [57, 77, 58, 76], [81, 63, 82, 62], [94, 60, 95, 59], [72, 76, 73, 75], [70, 86, 71, 85], [96, 74, 1, 73], [92, 80, 93, 79]]","[[-3, 2], [-2, -7], [-1, 9], [1, -16], [2, 12], [3, 45], [4, -161], [5, 315], [6, -461], [7, 561], [8, -588], [9, 532], [10, -407], [11, 251], [12, -113], [13, 29], [14, 1], [15, -4], [16, 1]]",19,"[[-7, 3], [-6, -20], [-5, 64], [-4, -140], [-3, 255], [-2, -403], [-1, 540], [0, -597], [1, 540], [2, -403], [3, 255], [4, -140], [5, 64], [6, -20], [7, 3]]",14,6,3447,"[2, -7, 9, -16, 12, 45, -161, 315, -461, 561, -588, 532, -407, 251, -113, 29, 1, -4, 1]",-3,16
