permutation,PD_code,Jones_polynomial,Jones_polynomial_span,Alexander_polynomial,Alexander_polynomial_span,Signature,Determinant,coefficients,min_degree,max_degree
"[-0.404858, -0.291622, 0.78295, 0.167453, 0.928217, 1.03705, -1.4081, -1.08476, 0.306403, -0.0893697, -2.24883, -1.7199, 0.946707, 2.17689, -1.17371, -0.0892592, 1.19691, 0.705363, 1.86596, -0.555609, 0.206892, -1.20037, 1.38025]","[[2, 11, 3, 12], [3, 19, 4, 18], [4, 26, 5, 25], [1, 43, 2, 42], [5, 57, 6, 56], [20, 8, 21, 7], [28, 10, 29, 9], [45, 9, 46, 8], [57, 7, 58, 6], [10, 44, 11, 43], [12, 64, 13, 63], [32, 15, 33, 16], [65, 15, 66, 14], [74, 14, 75, 13], [19, 27, 20, 26], [16, 35, 17, 36], [17, 71, 18, 70], [48, 24, 49, 23], [55, 23, 56, 22], [58, 21, 59, 22], [27, 44, 28, 45], [24, 50, 25, 49], [38, 31, 39, 32], [60, 29, 61, 30], [67, 31, 68, 30], [72, 33, 73, 34], [36, 51, 37, 52], [34, 71, 35, 72], [52, 37, 53, 38], [66, 39, 67, 40], [75, 40, 76, 41], [41, 62, 42, 63], [59, 46, 60, 47], [54, 48, 55, 47], [50, 69, 51, 70], [68, 53, 69, 54], [76, 61, 1, 62], [73, 65, 74, 64]]","[[-6, -2], [-5, 8], [-4, -22], [-3, 47], [-2, -79], [-1, 108], [0, -120], [1, 108], [2, -73], [3, 26], [4, 22], [5, -57], [6, 73], [7, -66], [8, 45], [9, -23], [10, 7], [11, -1]]",17,"[[-5, 4], [-4, -15], [-3, 28], [-2, -37], [-1, 43], [0, -45], [1, 43], [2, -37], [3, 28], [4, -15], [5, 4]]",10,2,299,"[-2, 8, -22, 47, -79, 108, -120, 108, -73, 26, 22, -57, 73, -66, 45, -23, 7, -1]",-6,11
"[-1.0167, -0.225294, -0.166683, -0.235143, -0.395622, 0.105242, -1.46687, 1.07663, 1.88291, 0.512123, 0.541967, 1.29938, -0.911622, 0.926185, -2.18075, 0.677663, 0.52971, 1.39165, -0.458739, 0.956457, 2.15364, -0.886979, 2.01549, 0.741822, 0.715121, -0.171985, -1.02659]","[[8, 6, 9, 5], [20, 4, 21, 3], [31, 2, 32, 3], [41, 4, 42, 5], [66, 1, 67, 2], [6, 57, 7, 58], [22, 11, 23, 12], [36, 13, 37, 14], [40, 10, 41, 9], [51, 15, 52, 14], [56, 7, 57, 8], [63, 13, 64, 12], [73, 11, 74, 10], [15, 26, 16, 27], [17, 47, 18, 46], [16, 54, 17, 53], [18, 70, 19, 69], [38, 23, 39, 24], [42, 20, 43, 19], [74, 22, 75, 21], [28, 35, 29, 36], [24, 49, 25, 50], [27, 53, 28, 52], [25, 60, 26, 61], [43, 32, 44, 33], [64, 29, 65, 30], [75, 30, 76, 31], [34, 45, 35, 46], [33, 68, 34, 69], [62, 37, 63, 38], [72, 39, 73, 40], [67, 45, 68, 44], [47, 54, 48, 55], [48, 60, 49, 59], [61, 51, 62, 50], [55, 71, 56, 70], [58, 71, 59, 72], [76, 65, 1, 66]]","[[-11, -2], [-10, 9], [-9, -26], [-8, 52], [-7, -80], [-6, 103], [-5, -112], [-4, 106], [-3, -86], [-2, 57], [-1, -28], [0, 6], [1, 6], [2, -7], [3, 4], [4, -1]]",15,"[[-5, -1], [-4, 8], [-3, -33], [-2, 81], [-1, -128], [0, 147], [1, -128], [2, 81], [3, -33], [4, 8], [5, -1]]",10,-4,649,"[-2, 9, -26, 52, -80, 103, -112, 106, -86, 57, -28, 6, 6, -7, 4, -1]",-11,4
"[0.517324, 1.6633, -0.623652, -1.66427, -0.89431, -0.0991969, -1.47904, 1.47068, -0.38546, -0.881413, -0.221438, -0.563451, 0.649232, 0.262779, 2.57435, -1.18086, 0.178245, 0.29065, 0.887987, 2.03232, 0.34274, -0.212212, -0.732609, -0.278933, -0.991721, 0.156574, 0.0988603]","[[10, 1, 11, 2], [49, 3, 50, 2], [78, 3, 79, 4], [5, 64, 6, 65], [4, 87, 5, 88], [19, 7, 20, 6], [36, 7, 37, 8], [51, 8, 52, 9], [94, 9, 1, 10], [11, 48, 12, 49], [13, 59, 14, 58], [12, 85, 13, 86], [30, 22, 31, 21], [38, 18, 39, 17], [47, 16, 48, 17], [53, 19, 54, 18], [60, 16, 61, 15], [65, 20, 66, 21], [73, 22, 74, 23], [83, 14, 84, 15], [23, 33, 24, 32], [25, 70, 26, 71], [24, 90, 25, 89], [34, 30, 35, 29], [67, 28, 68, 29], [76, 28, 77, 27], [91, 27, 92, 26], [31, 73, 32, 72], [46, 40, 47, 39], [52, 37, 53, 38], [55, 41, 56, 40], [62, 41, 63, 42], [66, 36, 67, 35], [74, 34, 75, 33], [81, 43, 82, 42], [45, 55, 46, 54], [44, 63, 45, 64], [43, 81, 44, 80], [93, 51, 94, 50], [61, 56, 62, 57], [82, 58, 83, 57], [59, 85, 60, 84], [75, 68, 76, 69], [90, 69, 91, 70], [71, 88, 72, 89], [92, 77, 93, 78], [79, 86, 80, 87]]","[[-10, 2], [-9, -16], [-8, 56], [-7, -128], [-6, 219], [-5, -295], [-4, 318], [-3, -267], [-2, 155], [-1, -12], [0, -121], [1, 207], [2, -227], [3, 185], [4, -110], [5, 39], [6, 3], [7, -13], [8, 8], [9, -2]]",19,"[[-6, 6], [-5, -26], [-4, 38], [-3, -18], [-2, 23], [-1, -107], [0, 169], [1, -107], [2, 23], [3, -18], [4, 38], [5, -26], [6, 6]]",12,0,605,"[2, -16, 56, -128, 219, -295, 318, -267, 155, -12, -121, 207, -227, 185, -110, 39, 3, -13, 8, -2]",-10,9
"[0.0588716, 1.12603, -0.732901, 0.220522, 2.02164, -0.369727, 0.359909, 0.520272, 2.84988, 1.4065, 0.734379, -0.686165, -1.04457, 1.23036, 2.13482, 0.655904, -0.392825, -1.10364, 0.217718, 0.326699, -0.300546, 1.36425, 0.896062, -1.14603, -1.31859, 0.415216, -0.570421]","[[22, 1, 23, 2], [34, 4, 35, 3], [81, 2, 82, 3], [5, 14, 6, 15], [8, 28, 9, 27], [7, 45, 8, 44], [4, 49, 5, 50], [9, 84, 10, 85], [6, 97, 7, 98], [46, 12, 47, 11], [83, 10, 84, 11], [95, 12, 96, 13], [13, 30, 14, 31], [15, 59, 16, 58], [17, 76, 18, 77], [16, 106, 17, 105], [36, 21, 37, 22], [51, 20, 52, 21], [56, 20, 57, 19], [63, 24, 64, 25], [88, 24, 89, 23], [103, 19, 104, 18], [28, 45, 29, 46], [26, 61, 27, 62], [25, 87, 26, 86], [31, 93, 32, 92], [29, 97, 30, 96], [48, 33, 49, 34], [52, 38, 53, 37], [71, 39, 72, 38], [80, 36, 81, 35], [93, 33, 94, 32], [39, 55, 40, 54], [43, 60, 44, 61], [41, 67, 42, 66], [40, 74, 41, 73], [42, 107, 43, 108], [90, 47, 91, 48], [79, 51, 80, 50], [53, 72, 54, 73], [70, 55, 71, 56], [57, 79, 58, 78], [62, 85, 63, 86], [59, 98, 60, 99], [68, 75, 69, 76], [64, 88, 65, 87], [67, 101, 68, 100], [65, 1, 66, 108], [102, 70, 103, 69], [74, 102, 75, 101], [77, 104, 78, 105], [89, 83, 90, 82], [94, 91, 95, 92], [99, 107, 100, 106]]","[[-9, 4], [-8, -38], [-7, 186], [-6, -610], [-5, 1474], [-4, -2752], [-3, 4067], [-2, -4761], [-1, 4241], [0, -2332], [1, -592], [2, 3771], [3, -6352], [4, 7663], [5, -7447], [6, 5963], [7, -3884], [8, 1976], [9, -713], [10, 130], [11, 26], [12, -26], [13, 8], [14, -1]]",23,"[[-6, 7], [-5, -75], [-4, 362], [-3, -1067], [-2, 2194], [-1, -3349], [0, 3857], [1, -3349], [2, 2194], [3, -1067], [4, 362], [5, -75], [6, 7]]",12,0,17965,"[4, -38, 186, -610, 1474, -2752, 4067, -4761, 4241, -2332, -592, 3771, -6352, 7663, -7447, 5963, -3884, 1976, -713, 130, 26, -26, 8, -1]",-9,14
"[-0.861516, -0.588816, -0.0593074, -1.15519, 0.00908168, -0.442695, 0.0170976, -2.05484, 0.154898, 0.0997746, 0.611659, 0.467313, 1.14903, 2.1488, 0.281924, 0.444272, 0.819917, -1.65879, 1.20213, -0.649334, -0.401008]","[[8, 2, 9, 1], [5, 2, 6, 3], [3, 11, 4, 10], [9, 5, 10, 4], [6, 12, 7, 11], [30, 8, 1, 7], [13, 18, 14, 19], [12, 24, 13, 23], [19, 14, 20, 15], [26, 15, 27, 16], [17, 20, 18, 21], [16, 27, 17, 28], [21, 29, 22, 28], [25, 23, 26, 22], [24, 30, 25, 29]]","[[-4, -1], [-3, 2], [-2, -4], [-1, 6], [0, -7], [1, 10], [2, -9], [3, 9], [4, -7], [5, 4], [6, -3], [7, 1]]",11,"[[-3, 2], [-2, -7], [-1, 14], [0, -17], [1, 14], [2, -7], [3, 2]]",6,2,63,"[-1, 2, -4, 6, -7, 10, -9, 9, -7, 4, -3, 1]",-4,7
"[-0.51312, 1.08639, 0.919207, 0.393243, 1.40944, 2.87635, -0.672308, 1.79923, -1.0461, 0.265603, 0.138099, 0.234689, 0.645345, 1.27336, -1.19178, 0.759058, -0.654037, -0.422679, -0.900555, 1.32339, -1.16277, 0.572929, 0.126734, -0.0134803, -0.604212, -0.000561208, 0.0617261, -0.313668, 0.213007, 1.6064, 0.104367]","[[19, 3, 20, 2], [47, 5, 48, 4], [68, 6, 69, 5], [76, 3, 77, 4], [84, 1, 85, 2], [11, 16, 12, 17], [8, 54, 9, 53], [9, 62, 10, 63], [7, 65, 8, 64], [10, 88, 11, 87], [6, 97, 7, 98], [39, 13, 40, 12], [58, 13, 59, 14], [15, 39, 16, 38], [14, 59, 15, 60], [17, 78, 18, 79], [27, 18, 28, 19], [49, 23, 50, 22], [70, 24, 71, 23], [74, 21, 75, 22], [101, 21, 102, 20], [24, 52, 25, 51], [25, 80, 26, 81], [46, 30, 47, 29], [66, 32, 67, 31], [77, 28, 78, 29], [85, 26, 86, 27], [95, 31, 96, 30], [34, 44, 35, 43], [32, 66, 33, 65], [33, 91, 34, 90], [56, 35, 57, 36], [36, 41, 37, 42], [37, 60, 38, 61], [57, 40, 58, 41], [42, 55, 43, 56], [44, 94, 45, 93], [92, 46, 93, 45], [99, 49, 100, 48], [52, 64, 53, 63], [50, 71, 51, 72], [54, 90, 55, 89], [61, 88, 62, 89], [96, 67, 97, 68], [98, 70, 99, 69], [72, 81, 73, 82], [82, 73, 83, 74], [100, 75, 101, 76], [79, 86, 80, 87], [102, 83, 1, 84], [94, 91, 95, 92]]","[[-13, -3], [-12, 21], [-11, -77], [-10, 189], [-9, -339], [-8, 452], [-7, -414], [-6, 133], [-5, 392], [-4, -1056], [-3, 1689], [-2, -2115], [-1, 2223], [0, -1994], [1, 1518], [2, -956], [3, 470], [4, -156], [5, 13], [6, 21], [7, -14], [8, 4]]",21,"[[-8, 2], [-7, -16], [-6, 46], [-5, -40], [-4, -142], [-3, 643], [-2, -1415], [-1, 2142], [0, -2439], [1, 2142], [2, -1415], [3, 643], [4, -142], [5, -40], [6, 46], [7, -16], [8, 2]]",16,-2,10915,"[-3, 21, -77, 189, -339, 452, -414, 133, 392, -1056, 1689, -2115, 2223, -1994, 1518, -956, 470, -156, 13, 21, -14, 4]",-13,8
"[-0.366209, 0.533129, -0.820046, 0.171214, 0.428341, -0.371492, 0.399297, 2.12936, 1.65769, -0.199413, 0.741946, -0.0295492, 1.0564, 1.05946, -0.309521, -0.691789, -0.00123622, -1.47188, 0.240393, 1.28315, 0.890473]","[[15, 3, 16, 2], [36, 1, 37, 2], [52, 3, 53, 4], [63, 4, 64, 5], [7, 21, 8, 20], [6, 31, 7, 32], [5, 46, 6, 47], [8, 59, 9, 60], [9, 24, 10, 25], [10, 42, 11, 41], [11, 77, 12, 76], [27, 14, 28, 15], [35, 17, 36, 16], [48, 20, 49, 19], [50, 17, 51, 18], [61, 18, 62, 19], [73, 13, 74, 12], [82, 14, 83, 13], [22, 57, 23, 58], [21, 68, 22, 69], [23, 71, 24, 70], [37, 26, 38, 27], [53, 28, 54, 29], [64, 29, 65, 30], [84, 26, 1, 25], [30, 45, 31, 46], [47, 32, 48, 33], [51, 35, 52, 34], [62, 34, 63, 33], [74, 39, 75, 40], [83, 38, 84, 39], [43, 57, 44, 56], [44, 68, 45, 67], [42, 71, 43, 72], [40, 75, 41, 76], [60, 50, 61, 49], [81, 54, 82, 55], [58, 70, 59, 69], [55, 78, 56, 79], [80, 65, 81, 66], [66, 79, 67, 80], [72, 78, 73, 77]]","[[-12, -2], [-11, 5], [-10, -6], [-9, 3], [-8, 5], [-7, -15], [-6, 24], [-5, -29], [-4, 29], [-3, -25], [-2, 17], [-1, -7], [0, 1], [1, 2], [2, -1]]",14,"[[-4, 2], [-3, -9], [-2, 19], [-1, -24], [0, 25], [1, -24], [2, 19], [3, -9], [4, 2]]",8,-4,133,"[-2, 5, -6, 3, 5, -15, 24, -29, 29, -25, 17, -7, 1, 2, -1]",-12,2
"[1.16629, -1.23041, -0.587701, -1.59248, 0.0617695, 0.73277, 0.406746, -0.482432, -0.14741, 0.517699, -0.75621, -0.56591, -1.03967, -2.37459, -1.5262, -0.0448777, 1.69558, 0.883631, -1.06293, -0.049472, -1.29115, -0.217955, 0.533131, 1.92948, -0.425818]","[[62, 1, 63, 2], [3, 45, 4, 44], [2, 85, 3, 86], [10, 8, 11, 7], [33, 6, 34, 7], [49, 9, 50, 8], [71, 5, 72, 4], [80, 5, 81, 6], [9, 49, 10, 48], [23, 12, 24, 13], [38, 12, 39, 11], [58, 13, 59, 14], [93, 14, 94, 15], [16, 27, 17, 28], [18, 44, 19, 43], [15, 54, 16, 55], [17, 86, 18, 87], [31, 20, 32, 21], [40, 22, 41, 21], [51, 25, 52, 24], [60, 25, 61, 26], [75, 23, 76, 22], [78, 19, 79, 20], [95, 26, 96, 27], [30, 42, 31, 41], [29, 77, 30, 76], [28, 87, 29, 88], [67, 35, 68, 34], [73, 33, 74, 32], [36, 47, 37, 48], [35, 69, 36, 68], [50, 37, 51, 38], [74, 39, 75, 40], [45, 64, 46, 65], [42, 77, 43, 78], [46, 84, 47, 83], [59, 52, 60, 53], [94, 53, 95, 54], [56, 89, 57, 90], [55, 92, 56, 93], [90, 57, 91, 58], [96, 61, 1, 62], [63, 84, 64, 85], [70, 66, 71, 65], [81, 66, 82, 67], [69, 82, 70, 83], [79, 72, 80, 73], [88, 91, 89, 92]]","[[-23, 2], [-22, -13], [-21, 44], [-20, -100], [-19, 169], [-18, -221], [-17, 213], [-16, -107], [-15, -106], [-14, 384], [-13, -636], [-12, 757], [-11, -690], [-10, 457], [-9, -144], [-8, -146], [-7, 334], [-6, -383], [-5, 313], [-4, -180], [-3, 58], [-2, 5], [-1, -9], [0, -10], [1, 20], [2, -15], [3, 6], [4, -1]]",27,"[[-10, 2], [-9, -11], [-8, 22], [-7, -6], [-6, -63], [-5, 149], [-4, -154], [-3, 23], [-2, 189], [-1, -368], [0, 435], [1, -368], [2, 189], [3, 23], [4, -154], [5, 149], [6, -63], [7, -6], [8, 22], [9, -11], [10, 2]]",20,-8,853,"[2, -13, 44, -100, 169, -221, 213, -107, -106, 384, -636, 757, -690, 457, -144, -146, 334, -383, 313, -180, 58, 5, -9, -10, 20, -15, 6, -1]",-23,4
"[0.646326, -1.11637, 2.46914, 0.168647, -0.472785, -1.67093, -0.588749, 0.11977, 0.538905, -1.55134, 0.361245, 0.389207, -0.715649, -0.0850544, 0.658582, 0.444233, 0.120318, -0.210819, 1.78977, 0.60103, 0.538424, 0.27093, 1.65297, -0.378379, 0.245394, -1.07019, -1.72272, 1.28515, 0.669213]","[[14, 2, 15, 1], [69, 3, 70, 2], [78, 4, 79, 3], [57, 5, 58, 4], [7, 17, 8, 16], [10, 27, 11, 28], [9, 44, 10, 45], [6, 60, 7, 59], [5, 73, 6, 72], [8, 82, 9, 81], [31, 12, 32, 13], [48, 13, 49, 14], [94, 12, 95, 11], [17, 42, 18, 43], [15, 80, 16, 81], [18, 91, 19, 92], [37, 20, 38, 21], [54, 21, 55, 22], [64, 20, 65, 19], [67, 22, 68, 23], [86, 23, 87, 24], [24, 33, 25, 34], [28, 46, 29, 45], [25, 50, 26, 51], [26, 94, 27, 93], [47, 31, 48, 30], [49, 32, 50, 33], [96, 30, 1, 29], [34, 51, 35, 52], [36, 65, 37, 66], [35, 84, 36, 85], [73, 40, 74, 41], [76, 40, 77, 39], [89, 38, 90, 39], [41, 61, 42, 60], [43, 83, 44, 82], [95, 47, 96, 46], [53, 66, 54, 67], [52, 85, 53, 86], [77, 57, 78, 56], [88, 55, 89, 56], [58, 72, 59, 71], [61, 74, 62, 75], [75, 62, 76, 63], [90, 64, 91, 63], [87, 68, 88, 69], [70, 79, 71, 80], [83, 92, 84, 93]]","[[-14, -2], [-13, 14], [-12, -45], [-11, 93], [-10, -134], [-9, 122], [-8, -33], [-7, -108], [-6, 232], [-5, -275], [-4, 221], [-3, -91], [-2, -64], [-1, 194], [0, -252], [1, 215], [2, -106], [3, -13], [4, 82], [5, -83], [6, 48], [7, -16], [8, 2]]",22,"[[-10, 1], [-9, -7], [-8, 21], [-7, -29], [-6, 2], [-5, 73], [-4, -159], [-3, 163], [-2, -23], [-1, -174], [0, 265], [1, -174], [2, -23], [3, 163], [4, -159], [5, 73], [6, 2], [7, -29], [8, 21], [9, -7], [10, 1]]",20,-2,103,"[-2, 14, -45, 93, -134, 122, -33, -108, 232, -275, 221, -91, -64, 194, -252, 215, -106, -13, 82, -83, 48, -16, 2]",-14,8
"[3.07955, 1.64144, -0.165035, 0.875814, 0.380744, 0.375537, 0.256719, -0.731931, 0.454892, -1.36442, 1.16037, -1.42551, -0.964532, -0.787926, -0.351646, -0.639144, -1.87395, -1.03623, 0.307414, -0.189818, 0.71588, 1.4659, 0.472799, 1.85929, 0.965155]","[[50, 2, 51, 1], [2, 8, 3, 7], [3, 37, 4, 36], [34, 6, 35, 5], [43, 5, 44, 4], [10, 17, 11, 18], [9, 39, 10, 38], [6, 46, 7, 45], [8, 50, 9, 49], [26, 14, 27, 13], [40, 12, 41, 11], [53, 12, 54, 13], [14, 24, 15, 23], [16, 40, 17, 39], [15, 56, 16, 1], [28, 22, 29, 21], [31, 21, 32, 20], [41, 19, 42, 18], [52, 19, 53, 20], [22, 30, 23, 29], [24, 55, 25, 56], [30, 28, 31, 27], [54, 25, 55, 26], [46, 34, 47, 33], [51, 33, 52, 32], [35, 45, 36, 44], [37, 49, 38, 48], [47, 43, 48, 42]]","[[2, 1], [3, -1], [4, -1], [5, 6], [6, -9], [7, 7], [8, 6], [9, -25], [10, 48], [11, -68], [12, 78], [13, -78], [14, 64], [15, -44], [16, 24], [17, -9], [18, 2]]",16,"[[-7, -1], [-5, 8], [-4, -9], [-3, -17], [-2, 62], [-1, -96], [0, 107], [1, -96], [2, 62], [3, -17], [4, -9], [5, 8], [7, -1]]",14,8,425,"[1, -1, -1, 6, -9, 7, 6, -25, 48, -68, 78, -78, 64, -44, 24, -9, 2]",2,18
"[-0.378999, -1.13372, -0.537304, 0.451147, -0.617211, -0.0681778, 0.906088, 0.728275, 0.445833, 1.09697, -0.113049, -0.0270626, 0.161593, -1.93263, 1.15541, -0.0539401, 0.699874, -0.71972, 0.99157, -0.826927, 0.182209, 2.44245, -0.212971, -0.306374, -0.111609, 0.303014, 1.81262]","[[46, 1, 47, 2], [59, 3, 60, 2], [7, 16, 8, 17], [5, 28, 6, 29], [3, 44, 4, 45], [9, 55, 10, 54], [8, 81, 9, 82], [6, 94, 7, 93], [4, 101, 5, 102], [37, 10, 38, 11], [57, 13, 58, 12], [76, 11, 77, 12], [98, 14, 99, 13], [15, 40, 16, 41], [19, 63, 20, 62], [20, 70, 21, 69], [17, 92, 18, 93], [14, 96, 15, 95], [18, 104, 19, 103], [34, 23, 35, 24], [47, 24, 48, 25], [58, 26, 59, 25], [66, 22, 67, 21], [99, 27, 100, 26], [109, 23, 110, 22], [27, 42, 28, 43], [30, 62, 31, 61], [31, 69, 32, 68], [29, 103, 30, 102], [49, 36, 50, 37], [67, 33, 68, 32], [74, 36, 75, 35], [110, 34, 1, 33], [38, 55, 39, 56], [45, 61, 46, 60], [39, 81, 40, 80], [41, 94, 42, 95], [43, 101, 44, 100], [75, 49, 76, 48], [88, 52, 89, 51], [107, 50, 108, 51], [105, 53, 106, 52], [53, 91, 54, 90], [77, 56, 78, 57], [63, 84, 64, 85], [71, 64, 72, 65], [86, 65, 87, 66], [70, 85, 71, 86], [87, 72, 88, 73], [97, 79, 98, 78], [108, 74, 109, 73], [82, 91, 83, 92], [79, 97, 80, 96], [83, 105, 84, 104], [106, 90, 107, 89]]","[[-6, 1], [-5, -5], [-4, 5], [-3, 19], [-2, -68], [-1, 98], [0, -54], [1, -63], [2, 180], [3, -222], [4, 177], [5, -78], [6, -37], [7, 144], [8, -213], [9, 207], [10, -115], [11, -3], [12, 70], [13, -59], [14, 12], [15, 14], [16, -10], [17, -1], [18, 3], [19, -1]]",25,"[[-7, 3], [-6, -11], [-5, 13], [-4, 7], [-3, -31], [-2, 17], [-1, 40], [0, -75], [1, 40], [2, 17], [3, -31], [4, 7], [5, 13], [6, -11], [7, 3]]",14,2,99,"[1, -5, 5, 19, -68, 98, -54, -63, 180, -222, 177, -78, -37, 144, -213, 207, -115, -3, 70, -59, 12, 14, -10, -1, 3, -1]",-6,19
"[0.0338047, -0.0680401, -0.701897, 0.34858, -0.294061, 0.298229, -0.728789, 1.57056, -0.624498, -0.396914, -1.9271, 0.964343, 2.62697, 1.46238, -0.149785, 2.54306, -1.14193, -0.559586, -0.600477, -0.592865, 0.940888, 1.19917, 1.25338, 0.642128, -0.243226, 0.613773, 0.414163, -0.7866, -0.75479, 2.93358, -0.0795912, 0.271624, -0.915657, 0.14958, 1.25702]","[[20, 4, 21, 3], [38, 2, 39, 1], [69, 4, 70, 5], [109, 2, 110, 3], [6, 12, 7, 11], [8, 24, 9, 23], [5, 68, 6, 69], [7, 106, 8, 107], [22, 10, 23, 9], [107, 10, 108, 11], [12, 42, 13, 41], [15, 50, 16, 51], [13, 83, 14, 82], [14, 94, 15, 93], [62, 17, 63, 18], [75, 17, 76, 16], [86, 20, 87, 19], [97, 19, 98, 18], [108, 22, 109, 21], [24, 40, 25, 39], [56, 26, 57, 25], [80, 27, 81, 28], [103, 26, 104, 27], [115, 28, 116, 29], [30, 54, 31, 53], [29, 116, 30, 117], [32, 51, 33, 52], [31, 93, 32, 92], [61, 34, 62, 35], [76, 34, 77, 33], [87, 37, 88, 36], [98, 36, 99, 35], [110, 38, 111, 37], [44, 49, 45, 50], [42, 84, 43, 83], [43, 95, 44, 94], [40, 106, 41, 105], [63, 46, 64, 47], [72, 47, 73, 48], [74, 46, 75, 45], [48, 65, 49, 66], [54, 81, 55, 82], [52, 91, 53, 92], [55, 104, 56, 105], [73, 64, 74, 65], [89, 60, 90, 61], [101, 58, 102, 59], [112, 59, 113, 60], [120, 58, 1, 57], [67, 84, 68, 85], [66, 95, 67, 96], [85, 70, 86, 71], [96, 71, 97, 72], [90, 78, 91, 77], [113, 79, 114, 78], [118, 79, 119, 80], [99, 88, 100, 89], [111, 101, 112, 100], [119, 102, 120, 103], [117, 114, 118, 115]]","[[-17, 4], [-16, -17], [-15, 34], [-14, -51], [-13, 92], [-12, -195], [-11, 342], [-10, -434], [-9, 377], [-8, -202], [-7, 57], [-6, -88], [-5, 331], [-4, -712], [-3, 1124], [-2, -1458], [-1, 1601], [0, -1464], [1, 1077], [2, -601], [3, 234], [4, -59], [5, 20], [6, -22], [7, 16], [8, -6], [9, 1]]",26,"[[-8, -3], [-7, 37], [-6, -167], [-5, 426], [-4, -735], [-3, 982], [-2, -1134], [-1, 1210], [0, -1231], [1, 1210], [2, -1134], [3, 982], [4, -735], [5, 426], [6, -167], [7, 37], [8, -3]]",16,-2,10619,"[4, -17, 34, -51, 92, -195, 342, -434, 377, -202, 57, -88, 331, -712, 1124, -1458, 1601, -1464, 1077, -601, 234, -59, 20, -22, 16, -6, 1]",-17,9
"[-0.772335, 0.426259, 1.93497, 2.00035, -0.0708587, -0.169653, 0.393592, 0.180955, 0.129703, 0.491417, 0.3165, -1.03792, 0.32354, -0.124258, 0.271258, -0.988296, 2.98086, 0.483145, -0.14442, -0.470367, 0.327675]","[[14, 2, 15, 1], [19, 4, 20, 5], [24, 4, 25, 3], [31, 3, 32, 2], [7, 10, 8, 11], [6, 38, 7, 37], [5, 53, 6, 52], [39, 9, 40, 8], [12, 30, 13, 29], [9, 39, 10, 38], [11, 42, 12, 43], [56, 14, 1, 13], [15, 48, 16, 49], [25, 19, 26, 18], [32, 18, 33, 17], [40, 21, 41, 22], [47, 16, 48, 17], [53, 20, 54, 21], [22, 41, 23, 42], [54, 24, 55, 23], [27, 37, 28, 36], [28, 43, 29, 44], [26, 52, 27, 51], [46, 34, 47, 33], [55, 31, 56, 30], [34, 50, 35, 49], [35, 45, 36, 44], [45, 50, 46, 51]]","[[-1, 1], [0, -3], [1, 6], [2, -7], [3, 7], [4, -3], [5, -1], [6, 5], [7, -8], [8, 8], [9, -7], [10, 4], [11, -1], [12, -1], [13, 1]]",14,"[[-6, -2], [-5, 7], [-4, -10], [-3, 5], [-2, 6], [-1, -13], [0, 15], [1, -13], [2, 6], [3, 5], [4, -10], [5, 7], [6, -2]]",12,4,5,"[1, -3, 6, -7, 7, -3, -1, 5, -8, 8, -7, 4, -1, -1, 1]",-1,13
"[-0.279873, 0.675163, 0.0502006, 1.63654, -0.390825, -0.0804398, 0.292988, -1.07759, 0.46019, 0.657426, -0.400184, 0.868079, -0.408779, 1.01978, -1.78119, -0.605617, -1.35644, -1.6208, 0.677289, 1.44232, -0.00707154, -0.0340299, 0.661028, 0.838901, -0.0571508]","[[52, 2, 53, 1], [2, 52, 3, 51], [6, 15, 7, 16], [5, 22, 6, 23], [7, 37, 8, 36], [4, 56, 5, 55], [3, 63, 4, 62], [19, 8, 20, 9], [58, 10, 59, 9], [65, 11, 66, 10], [14, 21, 15, 22], [16, 30, 17, 29], [11, 40, 12, 41], [13, 57, 14, 56], [12, 64, 13, 63], [17, 35, 18, 34], [31, 19, 32, 18], [23, 29, 24, 28], [20, 37, 21, 38], [24, 47, 25, 48], [44, 25, 45, 26], [30, 36, 31, 35], [26, 43, 27, 44], [27, 49, 28, 48], [45, 33, 46, 32], [33, 47, 34, 46], [38, 57, 39, 58], [39, 64, 40, 65], [59, 42, 60, 43], [66, 41, 1, 42], [49, 54, 50, 55], [50, 61, 51, 62], [60, 53, 61, 54]]","[[-6, -1], [-5, 5], [-4, -12], [-3, 20], [-2, -20], [-1, 10], [0, 8], [1, -29], [2, 46], [3, -56], [4, 56], [5, -45], [6, 28], [7, -11], [8, 1], [9, 2], [10, -1]]",16,"[[-5, -1], [-4, 8], [-3, -22], [-2, 30], [-1, -29], [0, 29], [1, -29], [2, 30], [3, -22], [4, 8], [5, -1]]",10,0,209,"[-1, 5, -12, 20, -20, 10, 8, -29, 46, -56, 56, -45, 28, -11, 1, 2, -1]",-6,10
