permutation,PD_code,Jones_polynomial,Jones_polynomial_span,Alexander_polynomial,Alexander_polynomial_span,Signature,Determinant,coefficients,min_degree,max_degree
"[0.63744, -1.56106, -0.445859, -1.19681, 2.28864, 0.24911, 0.461414, 0.949544, -1.39065, -0.342822, -0.0422554, 0.105791, 1.34026, 0.274376, -0.331526, -0.639777, -0.587118, 0.148807, 0.329401, 0.42675, -0.556294]","[[5, 3, 6, 2], [14, 1, 15, 2], [22, 3, 23, 4], [4, 23, 5, 24], [12, 8, 13, 7], [29, 7, 30, 6], [8, 26, 9, 25], [20, 10, 21, 9], [10, 27, 11, 28], [18, 11, 19, 12], [30, 13, 1, 14], [15, 25, 16, 24], [21, 17, 22, 16], [28, 18, 29, 17], [19, 27, 20, 26]]","[[0, 1]]",0,"[[0, 1]]",0,0,1,[1],0,0
"[-0.468632, 0.912784, 0.584655, 0.15941, 0.610004, -0.576863, -1.35645, 0.523301, 0.299548, 0.645695, 0.257193, 0.299185, -0.765782, -1.93921, -1.24215, 2.26572, 1.52828, 0.150588, 0.445557, -2.05659, 0.636079, -1.11195, -0.285215, -0.549781, 1.34251, 1.37437, -2.46203, -0.0796446, 0.514502]","[[13, 4, 14, 5], [67, 2, 68, 3], [96, 2, 97, 1], [112, 4, 113, 3], [7, 26, 8, 27], [8, 54, 9, 53], [6, 81, 7, 82], [5, 91, 6, 90], [30, 11, 31, 12], [50, 10, 51, 9], [61, 11, 62, 10], [65, 12, 66, 13], [109, 15, 110, 14], [18, 36, 19, 35], [17, 46, 18, 47], [20, 77, 21, 78], [16, 92, 17, 91], [19, 103, 20, 102], [15, 111, 16, 110], [32, 24, 33, 23], [58, 21, 59, 22], [99, 23, 100, 22], [25, 49, 26, 48], [24, 55, 25, 56], [27, 88, 28, 89], [60, 31, 61, 32], [63, 29, 64, 28], [84, 29, 85, 30], [36, 46, 37, 45], [33, 56, 34, 57], [34, 80, 35, 79], [37, 92, 38, 93], [69, 39, 70, 38], [73, 41, 74, 40], [106, 39, 107, 40], [49, 55, 50, 54], [41, 73, 42, 72], [43, 77, 44, 76], [47, 80, 48, 81], [42, 96, 43, 95], [44, 103, 45, 104], [86, 52, 87, 51], [52, 88, 53, 87], [57, 101, 58, 100], [85, 63, 86, 62], [98, 60, 99, 59], [83, 64, 84, 65], [107, 69, 108, 68], [113, 66, 114, 67], [71, 74, 72, 75], [70, 106, 71, 105], [75, 95, 76, 94], [82, 89, 83, 90], [78, 101, 79, 102], [93, 105, 94, 104], [114, 98, 1, 97], [111, 109, 112, 108]]","[[-2, -1], [-1, 7], [0, -26], [1, 62], [2, -106], [3, 141], [4, -144], [5, 111], [6, -47], [7, -29], [8, 97], [9, -141], [10, 147], [11, -120], [12, 76], [13, -35], [14, 11], [15, -2]]",17,"[[-6, -2], [-5, 17], [-4, -52], [-3, 72], [-2, -18], [-1, -92], [0, 151], [1, -92], [2, -18], [3, 72], [4, -52], [5, 17], [6, -2]]",12,4,13,"[-1, 7, -26, 62, -106, 141, -144, 111, -47, -29, 97, -141, 147, -120, 76, -35, 11, -2]",-2,15
"[0.196499, 1.44321, -0.873359, -0.456085, -0.55341, 0.878166, -0.708397, 0.313563, 2.47037, 1.11424, 0.370783, 0.18447, 0.704237, -0.285347, -0.298328, -0.65983, -0.742707, 0.494727, 1.14225, 1.14476, -1.16176, -0.133039, 0.849736, 0.917119, 1.42453, -1.68933, -0.795867, 1.22738, -0.13498]","[[25, 3, 26, 2], [84, 2, 85, 1], [4, 50, 5, 49], [3, 83, 4, 82], [5, 97, 6, 96], [20, 7, 21, 8], [31, 9, 32, 8], [42, 12, 43, 11], [53, 7, 54, 6], [66, 9, 67, 10], [75, 11, 76, 10], [89, 13, 90, 12], [14, 62, 15, 61], [13, 91, 14, 90], [32, 19, 33, 20], [44, 15, 45, 16], [51, 22, 52, 23], [59, 17, 60, 16], [65, 19, 66, 18], [76, 17, 77, 18], [98, 22, 1, 21], [23, 50, 24, 51], [24, 83, 25, 84], [38, 28, 39, 27], [71, 27, 72, 26], [40, 29, 41, 30], [73, 30, 74, 31], [87, 28, 88, 29], [94, 34, 95, 33], [36, 47, 37, 48], [35, 57, 36, 56], [37, 70, 38, 71], [34, 79, 35, 80], [60, 43, 61, 44], [68, 41, 69, 42], [86, 39, 87, 40], [45, 62, 46, 63], [48, 82, 49, 81], [46, 91, 47, 92], [97, 52, 98, 53], [58, 64, 59, 63], [55, 80, 56, 81], [57, 93, 58, 92], [54, 95, 55, 96], [64, 78, 65, 77], [74, 68, 75, 67], [88, 70, 89, 69], [85, 72, 86, 73], [78, 93, 79, 94]]","[[-9, 1], [-8, -5], [-7, 11], [-6, -13], [-5, -5], [-4, 62], [-3, -170], [-2, 323], [-1, -487], [0, 619], [1, -681], [2, 657], [3, -554], [4, 403], [5, -243], [6, 113], [7, -33], [9, 5], [10, -2]]",19,"[[-6, 2], [-5, -21], [-4, 98], [-3, -274], [-2, 535], [-1, -783], [0, 887], [1, -783], [2, 535], [3, -274], [4, 98], [5, -21], [6, 2]]",12,0,4313,"[1, -5, 11, -13, -5, 62, -170, 323, -487, 619, -681, 657, -554, 403, -243, 113, -33, 5, -2]",-9,10
"[0.803449, -0.0669028, -0.488256, -0.424258, -0.473374, -1.03168, 1.08701, -0.932606, -0.622191, -0.580451, 1.15559, -0.464732, 2.13736, -0.46843, 0.997363, 0.288089, -0.722575, -0.763892, -0.548548, 0.429312, -1.19403, 0.17662, 0.879561, 1.50489, 2.35154, -1.0869, 0.125098, -1.60151, 0.17784]","[[11, 6, 12, 7], [31, 2, 32, 3], [44, 5, 45, 6], [59, 4, 60, 5], [82, 4, 83, 3], [106, 1, 107, 2], [7, 73, 8, 72], [8, 88, 9, 87], [70, 10, 71, 9], [85, 11, 86, 10], [99, 13, 100, 12], [114, 13, 115, 14], [14, 49, 15, 50], [15, 64, 16, 65], [21, 17, 22, 16], [47, 18, 48, 19], [62, 17, 63, 18], [19, 48, 20, 49], [20, 63, 21, 64], [34, 24, 35, 23], [79, 22, 80, 23], [26, 40, 27, 39], [27, 55, 28, 54], [25, 93, 26, 92], [24, 109, 25, 110], [42, 30, 43, 29], [57, 31, 58, 30], [95, 33, 96, 32], [103, 28, 104, 29], [118, 33, 119, 34], [40, 56, 41, 55], [37, 77, 38, 76], [35, 78, 36, 79], [38, 92, 39, 91], [36, 111, 37, 112], [84, 44, 85, 43], [98, 46, 99, 45], [104, 41, 105, 42], [115, 46, 116, 47], [53, 68, 54, 69], [51, 75, 52, 74], [52, 90, 53, 89], [56, 106, 57, 105], [50, 113, 51, 114], [83, 59, 84, 58], [97, 61, 98, 60], [116, 61, 117, 62], [66, 76, 67, 75], [67, 91, 68, 90], [65, 112, 66, 113], [86, 72, 87, 71], [102, 69, 103, 70], [73, 100, 74, 101], [77, 111, 78, 110], [96, 81, 97, 82], [117, 81, 118, 80], [88, 101, 89, 102], [107, 94, 108, 95], [120, 94, 1, 93], [119, 108, 120, 109]]","[[-13, -1], [-12, -1], [-11, 16], [-10, -31], [-9, -1], [-8, 101], [-7, -198], [-6, 170], [-5, 23], [-4, -292], [-3, 503], [-2, -581], [-1, 527], [0, -357], [1, 104], [2, 163], [3, -327], [4, 311], [5, -166], [6, 24], [7, 27], [8, -12], [9, -3], [10, -3], [11, 10], [12, -7], [13, 2]]",26,"[[-10, 2], [-9, -8], [-8, 7], [-7, 13], [-6, -28], [-5, -1], [-4, 44], [-3, -8], [-2, -125], [-1, 262], [0, -315], [1, 262], [2, -125], [3, -8], [4, 44], [5, -1], [6, -28], [7, 13], [8, 7], [9, -8], [10, 2]]",20,2,1031,"[-1, -1, 16, -31, -1, 101, -198, 170, 23, -292, 503, -581, 527, -357, 104, 163, -327, 311, -166, 24, 27, -12, -3, -3, 10, -7, 2]",-13,13
"[-0.0561395, 0.645052, -0.336208, 0.30093, -0.533935, -0.569842, 1.51767, -0.387678, -0.74062, 0.702468, -0.0811281, -0.255603, -1.13706, 1.29868, -0.549657, 0.211699, -0.732815, -0.154396, 0.337617, 1.75945, 0.114936]","[[29, 3, 30, 2], [52, 2, 53, 1], [6, 17, 7, 18], [3, 33, 4, 32], [7, 48, 8, 49], [4, 56, 5, 55], [5, 63, 6, 62], [21, 10, 22, 11], [37, 12, 38, 13], [44, 11, 45, 12], [59, 9, 60, 8], [68, 13, 69, 14], [72, 10, 73, 9], [14, 25, 15, 26], [15, 40, 16, 41], [16, 58, 17, 57], [38, 23, 39, 24], [45, 22, 46, 23], [51, 21, 52, 20], [61, 19, 62, 18], [74, 20, 1, 19], [26, 41, 27, 42], [24, 70, 25, 69], [34, 28, 35, 27], [53, 30, 54, 31], [65, 29, 66, 28], [31, 54, 32, 55], [33, 65, 34, 64], [43, 36, 44, 37], [66, 36, 67, 35], [70, 39, 71, 40], [58, 47, 59, 48], [67, 43, 68, 42], [71, 46, 72, 47], [60, 50, 61, 49], [73, 51, 74, 50], [56, 64, 57, 63]]","[[-6, 1], [-5, -2], [-4, -1], [-3, 9], [-2, -19], [-1, 21], [0, -12], [1, -4], [2, 24], [3, -39], [4, 48], [5, -45], [6, 33], [7, -14], [8, -3], [9, 10], [10, -9], [11, 4], [12, -1]]",18,"[[-8, -1], [-7, 4], [-6, -5], [-5, -1], [-4, 10], [-3, -11], [-2, 11], [-1, -22], [0, 31], [1, -22], [2, 11], [3, -11], [4, 10], [5, -1], [6, -5], [7, 4], [8, -1]]",16,0,121,"[1, -2, -1, 9, -19, 21, -12, -4, 24, -39, 48, -45, 33, -14, -3, 10, -9, 4, -1]",-6,12
"[-1.23288, -0.720027, -0.047395, -0.335224, 0.324529, -0.907736, -1.56327, 0.406756, -0.903474, -0.137631, 0.377365, 1.03593, -0.981667, -0.126179, -0.219808, 0.17683, 2.00781, 0.506226, 0.0920004, 1.21572, -0.969446, -1.37522, -0.118758]","[[17, 3, 18, 2], [48, 2, 49, 1], [3, 36, 4, 37], [4, 44, 5, 43], [6, 60, 7, 59], [7, 71, 8, 70], [5, 86, 6, 87], [29, 11, 30, 10], [71, 9, 72, 8], [78, 10, 79, 9], [11, 29, 12, 28], [16, 36, 17, 35], [15, 44, 16, 45], [12, 61, 13, 62], [13, 77, 14, 76], [14, 86, 15, 85], [41, 18, 42, 19], [19, 38, 20, 39], [20, 52, 21, 51], [21, 57, 22, 56], [22, 68, 23, 67], [30, 28, 31, 27], [54, 24, 55, 23], [72, 26, 73, 25], [79, 27, 80, 26], [89, 25, 90, 24], [46, 34, 47, 33], [62, 32, 63, 31], [75, 32, 76, 33], [37, 43, 38, 42], [39, 51, 40, 50], [34, 84, 35, 83], [49, 41, 50, 40], [45, 84, 46, 85], [82, 47, 83, 48], [52, 58, 53, 57], [53, 69, 54, 68], [66, 56, 67, 55], [60, 77, 61, 78], [58, 87, 59, 88], [73, 64, 74, 65], [80, 63, 81, 64], [90, 65, 1, 66], [69, 88, 70, 89], [81, 75, 82, 74]]","[[1, 2], [2, -7], [3, 9], [4, 17], [5, -99], [6, 251], [7, -444], [8, 622], [9, -726], [10, 718], [11, -595], [12, 390], [13, -160], [14, -33], [15, 141], [16, -159], [17, 119], [18, -65], [19, 26], [20, -7], [21, 1]]",20,"[[-8, 1], [-7, -9], [-6, 45], [-5, -144], [-4, 291], [-3, -387], [-2, 378], [-1, -323], [0, 297], [1, -323], [2, 378], [3, -387], [4, 291], [5, -144], [6, 45], [7, -9], [8, 1]]",16,8,3453,"[2, -7, 9, 17, -99, 251, -444, 622, -726, 718, -595, 390, -160, -33, 141, -159, 119, -65, 26, -7, 1]",1,21
"[0.549252, 1.69293, -0.899814, -0.748521, 0.328652, -0.765915, -0.379516, -0.720299, -0.304032, 0.596906, 0.0612523, -1.85801, 1.59835, -0.591344, 0.386793, -0.912886, 1.64021, 0.860359, -0.461328, 2.72629, -1.17597, 0.651253, 0.411399, -0.163411, 1.29865]","[[23, 3, 24, 2], [40, 1, 41, 2], [64, 4, 65, 3], [7, 20, 8, 21], [4, 26, 5, 25], [5, 38, 6, 39], [6, 44, 7, 43], [8, 72, 9, 71], [10, 84, 11, 83], [9, 89, 10, 88], [29, 14, 30, 15], [53, 17, 54, 16], [78, 14, 79, 13], [86, 12, 87, 11], [92, 16, 93, 15], [103, 13, 104, 12], [19, 36, 20, 37], [18, 50, 19, 49], [21, 69, 22, 68], [17, 99, 18, 98], [65, 25, 66, 24], [105, 23, 106, 22], [26, 57, 27, 58], [55, 28, 56, 29], [62, 27, 63, 28], [77, 30, 78, 31], [85, 32, 86, 33], [102, 31, 103, 32], [37, 44, 38, 45], [39, 67, 40, 66], [35, 72, 36, 73], [33, 84, 34, 85], [34, 89, 35, 90], [106, 41, 1, 42], [45, 58, 46, 59], [42, 67, 43, 68], [61, 46, 62, 47], [94, 48, 95, 47], [50, 74, 51, 73], [48, 98, 49, 97], [63, 57, 64, 56], [75, 53, 76, 52], [93, 54, 94, 55], [100, 52, 101, 51], [59, 96, 60, 97], [95, 60, 96, 61], [80, 69, 81, 70], [70, 81, 71, 82], [74, 99, 75, 100], [91, 76, 92, 77], [104, 79, 105, 80], [82, 88, 83, 87], [101, 91, 102, 90]]","[[-12, 7], [-11, -51], [-10, 177], [-9, -379], [-8, 527], [-7, -412], [-6, -87], [-5, 863], [-4, -1620], [-3, 2056], [-2, -2010], [-1, 1499], [0, -679], [1, -194], [2, 828], [3, -1025], [4, 810], [5, -408], [6, 80], [7, 61], [8, -64], [9, 28], [10, -6]]",22,"[[-9, 1], [-8, -11], [-7, 49], [-6, -132], [-5, 262], [-4, -407], [-3, 487], [-2, -415], [-1, 220], [0, -107], [1, 220], [2, -415], [3, 487], [4, -407], [5, 262], [6, -132], [7, 49], [8, -11], [9, 1]]",18,2,4075,"[7, -51, 177, -379, 527, -412, -87, 863, -1620, 2056, -2010, 1499, -679, -194, 828, -1025, 810, -408, 80, 61, -64, 28, -6]",-12,10
"[0.15415, -0.408166, 0.330672, -0.982701, 1.13013, -0.641583, -0.836984, -1.42823, 0.969985, -0.586658, -0.514349, -0.82376, -0.0505501, -1.19795, -1.46834, -0.322962, -1.5001, 1.75905, 1.68266, -0.565565, 1.86057, 0.272499, -0.215542, -0.111791, -0.295363, 0.0342575, -0.748019]","[[32, 4, 33, 3], [50, 2, 51, 1], [65, 3, 66, 2], [73, 7, 74, 6], [81, 5, 82, 4], [102, 5, 103, 6], [10, 24, 11, 23], [11, 43, 12, 42], [13, 53, 14, 52], [12, 68, 13, 67], [7, 75, 8, 74], [9, 87, 10, 86], [8, 99, 9, 100], [41, 17, 42, 16], [51, 15, 52, 14], [66, 16, 67, 15], [18, 21, 19, 22], [17, 34, 18, 35], [19, 84, 20, 85], [83, 20, 84, 21], [22, 36, 23, 35], [25, 55, 26, 54], [24, 70, 25, 69], [28, 77, 29, 78], [26, 89, 27, 90], [27, 97, 28, 96], [40, 34, 41, 33], [58, 30, 59, 29], [80, 31, 81, 32], [103, 31, 104, 30], [36, 85, 37, 86], [37, 101, 38, 100], [82, 39, 83, 40], [101, 39, 102, 38], [44, 54, 45, 53], [47, 60, 48, 61], [43, 69, 44, 68], [45, 90, 46, 91], [46, 96, 47, 95], [64, 49, 65, 50], [105, 49, 106, 48], [57, 76, 58, 77], [55, 88, 56, 89], [56, 98, 57, 97], [78, 59, 79, 60], [61, 93, 62, 92], [93, 63, 94, 62], [106, 64, 1, 63], [72, 75, 73, 76], [70, 87, 71, 88], [71, 99, 72, 98], [104, 80, 105, 79], [91, 95, 92, 94]]","[[0, 1], [1, -5], [2, 12], [3, -15], [4, 8], [5, -1], [6, 19], [7, -62], [8, 95], [9, -54], [10, -84], [11, 287], [12, -492], [13, 634], [14, -675], [15, 598], [16, -420], [17, 197], [18, -11], [19, -81], [20, 82], [21, -42], [22, 9], [23, 3], [24, -3], [25, 1]]",25,"[[-9, -1], [-8, 3], [-7, -2], [-6, -4], [-5, 7], [-4, -13], [-3, 93], [-2, -325], [-1, 633], [0, -781], [1, 633], [2, -325], [3, 93], [4, -13], [5, 7], [6, -4], [7, -2], [8, 3], [9, -1]]",18,6,2919,"[1, -5, 12, -15, 8, -1, 19, -62, 95, -54, -84, 287, -492, 634, -675, 598, -420, 197, -11, -81, 82, -42, 9, 3, -3, 1]",0,25
"[1.24571, 0.264137, 0.975446, -1.47991, 0.182544, 0.196338, -0.330868, -0.803553, -0.0304399, -0.273098, -0.0144217, 0.563819, 0.640673, 1.56847, -0.49605, -0.342051, 0.97191, 0.451346, 0.570962, 0.982829, 1.44708, 0.3575, 0.300291, -0.103833, -2.0038, -0.393068, -0.436564, 0.0108478, -0.489681, -0.453084, 0.0325853, 0.0222369, 1.5681, 0.359757, 0.303675, 2.38802, -0.381466]","[[46, 2, 47, 1], [55, 3, 56, 2], [82, 3, 83, 4], [27, 7, 28, 6], [51, 8, 52, 9], [58, 5, 59, 6], [86, 8, 87, 7], [113, 5, 114, 4], [11, 45, 12, 44], [10, 67, 11, 68], [12, 78, 13, 77], [9, 107, 10, 106], [30, 14, 31, 13], [39, 15, 40, 14], [90, 16, 91, 15], [16, 104, 17, 103], [29, 20, 30, 21], [38, 19, 39, 20], [78, 22, 79, 21], [89, 18, 90, 19], [104, 18, 105, 17], [22, 45, 23, 46], [23, 54, 24, 55], [24, 84, 25, 83], [49, 28, 50, 29], [59, 26, 60, 27], [98, 32, 99, 31], [112, 26, 113, 25], [34, 43, 35, 44], [35, 69, 36, 68], [32, 75, 33, 76], [33, 101, 34, 100], [36, 105, 37, 106], [88, 37, 89, 38], [40, 73, 41, 74], [41, 96, 42, 97], [42, 102, 43, 101], [79, 48, 80, 49], [87, 51, 88, 50], [116, 48, 1, 47], [61, 53, 62, 52], [110, 53, 111, 54], [65, 63, 66, 62], [80, 57, 81, 58], [85, 61, 86, 60], [115, 57, 116, 56], [63, 109, 64, 108], [109, 65, 110, 64], [70, 93, 71, 94], [69, 102, 70, 103], [66, 108, 67, 107], [94, 71, 95, 72], [72, 92, 73, 91], [74, 97, 75, 98], [76, 100, 77, 99], [114, 81, 115, 82], [111, 85, 112, 84], [92, 95, 93, 96]]","[[-7, -2], [-6, 16], [-5, -69], [-4, 209], [-3, -498], [-2, 976], [-1, -1631], [0, 2376], [1, -3063], [2, 3535], [3, -3669], [4, 3435], [5, -2891], [6, 2174], [7, -1444], [8, 834], [9, -411], [10, 167], [11, -54], [12, 13], [13, -2]]",20,"[[-8, 8], [-7, -67], [-6, 277], [-5, -747], [-4, 1495], [-3, -2384], [-2, 3173], [-1, -3669], [0, 3829], [1, -3669], [2, 3173], [3, -2384], [4, 1495], [5, -747], [6, 277], [7, -67], [8, 8]]",16,4,27469,"[-2, 16, -69, 209, -498, 976, -1631, 2376, -3063, 3535, -3669, 3435, -2891, 2174, -1444, 834, -411, 167, -54, 13, -2]",-7,13
"[-0.973296, 0.0871258, 1.33097, 0.442517, -0.467686, -0.964901, 0.436476, 0.549973, 0.00207084, 0.347437, 0.902335, -0.630747, 0.670538, -0.757838, 1.66044, -0.254946, 0.384721, 0.205952, 0.471969, 0.361756, 2.51412, 1.70198, -0.757972, -1.78629, -0.962608, -0.628767, -0.984397, -1.79754, -2.6078]","[[4, 44, 5, 43], [2, 55, 3, 56], [1, 66, 2, 67], [3, 74, 4, 75], [18, 8, 19, 7], [31, 6, 32, 7], [39, 9, 40, 8], [60, 9, 61, 10], [76, 5, 77, 6], [97, 11, 98, 10], [13, 37, 14, 36], [11, 52, 12, 53], [12, 63, 13, 64], [14, 87, 15, 88], [29, 21, 30, 20], [40, 20, 41, 19], [47, 16, 48, 17], [84, 17, 85, 18], [92, 15, 93, 16], [21, 57, 22, 56], [22, 68, 23, 67], [23, 102, 24, 103], [41, 30, 42, 31], [46, 34, 47, 33], [59, 29, 60, 28], [70, 28, 71, 27], [83, 33, 84, 32], [91, 35, 92, 34], [99, 26, 100, 27], [103, 24, 104, 25], [110, 26, 1, 25], [35, 89, 36, 88], [49, 38, 50, 39], [75, 43, 76, 42], [94, 37, 95, 38], [44, 81, 45, 82], [61, 50, 62, 51], [78, 45, 79, 46], [85, 48, 86, 49], [96, 52, 97, 51], [54, 65, 55, 66], [53, 73, 54, 72], [57, 107, 58, 106], [95, 63, 96, 62], [107, 59, 108, 58], [64, 74, 65, 73], [68, 106, 69, 105], [98, 72, 99, 71], [108, 70, 109, 69], [82, 78, 83, 77], [90, 80, 91, 79], [80, 90, 81, 89], [93, 87, 94, 86], [109, 100, 110, 101], [101, 104, 102, 105]]","[[-5, -1], [-4, 6], [-3, -11], [-2, 3], [-1, 38], [0, -114], [1, 184], [2, -196], [3, 125], [4, 11], [5, -157], [6, 269], [7, -313], [8, 277], [9, -173], [10, 40], [11, 63], [12, -98], [13, 73], [14, -30], [15, 3], [16, 3], [17, -1]]",22,"[[-4, 4], [-3, -22], [-2, 50], [-1, -63], [0, 63], [1, -63], [2, 50], [3, -22], [4, 4]]",8,0,341,"[-1, 6, -11, 3, 38, -114, 184, -196, 125, 11, -157, 269, -313, 277, -173, 40, 63, -98, 73, -30, 3, 3, -1]",-5,17
"[-0.915041, -0.257468, -0.867663, -0.246928, -0.055825, -1.40302, -1.54884, 0.817472, 0.250095, -0.22297, -0.81937, -0.218288, -1.07101, -0.0283404, -1.0099, -0.300632, -0.262011, 0.440825, -1.16036, -0.862939, -1.74359, 0.270411, -2.26045, 2.05301, 0.561056, -1.43805, 0.399855]","[[1, 33, 2, 32], [30, 5, 31, 6], [33, 3, 34, 2], [81, 4, 82, 5], [88, 3, 1, 4], [7, 69, 8, 68], [6, 83, 7, 84], [35, 9, 36, 8], [48, 11, 49, 12], [55, 10, 56, 11], [77, 12, 78, 13], [86, 9, 87, 10], [15, 23, 16, 22], [16, 44, 17, 43], [14, 59, 15, 60], [17, 63, 18, 62], [13, 74, 14, 75], [41, 19, 42, 18], [76, 19, 77, 20], [23, 45, 24, 44], [21, 60, 22, 61], [24, 64, 25, 63], [20, 75, 21, 76], [40, 26, 41, 25], [47, 27, 48, 26], [27, 39, 28, 38], [29, 52, 30, 53], [28, 65, 29, 66], [31, 82, 32, 83], [69, 34, 70, 35], [85, 36, 86, 37], [39, 47, 40, 46], [37, 55, 38, 54], [42, 61, 43, 62], [45, 65, 46, 64], [56, 50, 57, 49], [79, 50, 80, 51], [53, 67, 54, 66], [51, 72, 52, 73], [78, 57, 79, 58], [58, 73, 59, 74], [67, 84, 68, 85], [80, 71, 81, 72], [87, 70, 88, 71]]","[[-14, -1], [-13, 5], [-12, -15], [-11, 31], [-10, -51], [-9, 64], [-8, -64], [-7, 47], [-6, -15], [-5, -20], [-4, 53], [-3, -72], [-2, 75], [-1, -62], [0, 41], [1, -21], [2, 8], [3, -2]]",17,"[[-7, 2], [-6, -9], [-5, 19], [-4, -20], [-3, 5], [-2, 20], [-1, -41], [0, 49], [1, -41], [2, 20], [3, 5], [4, -20], [5, 19], [6, -9], [7, 2]]",14,-4,61,"[-1, 5, -15, 31, -51, 64, -64, 47, -15, -20, 53, -72, 75, -62, 41, -21, 8, -2]",-14,3
"[-0.202316, 0.0706434, -0.429129, -0.431672, -0.427125, 1.58478, -0.863091, -0.424508, 0.481922, -0.333367, -0.617273, -2.05564, 0.141309, -2.37817, 1.42665, 0.558451, -0.396904, -0.779912, -1.16124, -0.749192, -1.97049, 1.78542, 0.54247]","[[20, 2, 21, 1], [43, 2, 44, 3], [6, 10, 7, 9], [4, 18, 5, 17], [3, 28, 4, 29], [5, 37, 6, 36], [24, 7, 25, 8], [8, 23, 9, 24], [25, 10, 26, 11], [11, 38, 12, 39], [21, 13, 22, 12], [13, 33, 14, 32], [14, 42, 15, 41], [15, 30, 16, 31], [16, 35, 17, 36], [27, 18, 28, 19], [44, 20, 1, 19], [22, 40, 23, 39], [37, 27, 38, 26], [29, 35, 30, 34], [31, 40, 32, 41], [42, 33, 43, 34]]","[[-6, 1], [-5, -3], [-4, 7], [-3, -10], [-2, 12], [-1, -14], [0, 13], [1, -10], [2, 7], [3, -3], [4, 1]]",10,"[[-2, 4], [-1, -20], [0, 33], [1, -20], [2, 4]]",4,0,81,"[1, -3, 7, -10, 12, -14, 13, -10, 7, -3, 1]",-6,4
"[-1.7597, -1.92543, 0.630113, 0.547216, 0.0512144, -0.232144, 0.766872, -0.346986, -0.295251, 1.27748, 1.70947, -1.09834, 1.23151, 0.915102, 0.672345, -0.604955, -0.737996, 0.0425256, -0.0743076, 0.068051, -0.475121, 1.24895, 0.892792, 0.126475, 0.248621, 0.0288341, -1.19631, -0.371991, 1.27504]","[[10, 4, 11, 3], [14, 2, 15, 1], [43, 3, 44, 2], [25, 4, 26, 5], [7, 19, 8, 18], [6, 23, 7, 24], [5, 33, 6, 32], [16, 11, 17, 12], [26, 10, 27, 9], [35, 9, 36, 8], [12, 40, 13, 39], [38, 14, 39, 13], [44, 16, 1, 15], [19, 23, 20, 22], [17, 31, 18, 30], [20, 33, 21, 34], [34, 21, 35, 22], [24, 31, 25, 32], [37, 28, 38, 29], [42, 27, 43, 28], [29, 40, 30, 41], [41, 36, 42, 37]]","[[-3, -1], [-2, 2], [-1, -3], [0, 5], [1, -3], [2, 2], [3, -1], [4, -1], [5, 2], [6, -2], [7, 2], [8, -1]]",11,"[[-3, 1], [-2, -1], [-1, -3], [0, 7], [1, -3], [2, -1], [3, 1]]",6,0,9,"[-1, 2, -3, 5, -3, 2, -1, -1, 2, -2, 2, -1]",-3,8
"[-0.152504, 0.280205, -0.462414, -1.00478, -0.0663612, 0.0783549, 0.0529541, 0.587193, 2.77655, -1.12268, 1.10255, 0.936273, -0.205144, -1.83677, 1.17844, 2.00784, 0.454293, -0.979964, 0.405243, 0.261251, 0.948864, 2.16224, -0.589087]","[[19, 2, 20, 3], [42, 1, 43, 2], [16, 4, 17, 3], [39, 5, 40, 4], [6, 34, 7, 33], [5, 49, 6, 48], [14, 12, 15, 11], [20, 9, 21, 10], [32, 8, 33, 7], [37, 11, 38, 10], [53, 9, 54, 8], [12, 27, 13, 28], [26, 13, 27, 14], [38, 15, 39, 16], [46, 17, 47, 18], [18, 45, 19, 46], [31, 22, 32, 23], [52, 21, 53, 22], [23, 30, 24, 31], [24, 51, 25, 52], [36, 26, 37, 25], [29, 35, 30, 34], [28, 50, 29, 49], [35, 50, 36, 51], [41, 44, 42, 45], [40, 48, 41, 47], [54, 43, 1, 44]]","[[-9, -1], [-8, 4], [-7, -10], [-6, 15], [-5, -16], [-4, 10], [-3, 4], [-2, -19], [-1, 34], [0, -43], [1, 45], [2, -39], [3, 27], [4, -14], [5, 5], [6, -1]]",15,"[[-4, -1], [-3, 8], [-2, -22], [-1, 36], [0, -41], [1, 36], [2, -22], [3, 8], [4, -1]]",8,-2,175,"[-1, 4, -10, 15, -16, 10, 4, -19, 34, -43, 45, -39, 27, -14, 5, -1]",-9,6
