permutation,PD_code,Jones_polynomial,Jones_polynomial_span,Alexander_polynomial,Alexander_polynomial_span,Signature,Determinant,coefficients,min_degree,max_degree
"[1.50621, 0.91306, -0.920041, -1.6651, -0.0270471, -0.641102, -0.00329081, -0.042229, -1.8191, -0.969887, 0.461499, -0.136363, -0.98764, -1.29061, -0.440725, -1.46306, -1.01259, -0.243434, -0.250821, -1.04072, -0.360092, 0.743945, 0.496827, -0.412739, -1.63712, -1.44938, 0.393925]","[[23, 2, 24, 3], [46, 2, 47, 1], [5, 13, 6, 12], [4, 19, 5, 20], [6, 35, 7, 36], [3, 41, 4, 40], [36, 7, 37, 8], [50, 10, 51, 9], [57, 9, 58, 8], [59, 10, 60, 11], [13, 19, 14, 18], [14, 41, 15, 42], [11, 53, 12, 52], [15, 26, 16, 27], [17, 29, 18, 28], [16, 44, 17, 43], [20, 53, 21, 54], [31, 25, 32, 24], [39, 23, 40, 22], [54, 21, 55, 22], [25, 33, 26, 32], [27, 43, 28, 42], [29, 34, 30, 35], [30, 45, 31, 46], [33, 45, 34, 44], [48, 38, 49, 37], [61, 38, 62, 39], [56, 50, 57, 49], [62, 48, 1, 47], [51, 59, 52, 58], [60, 56, 61, 55]]","[[1, 1], [3, 1], [4, -1]]",3,"[[-1, 1], [0, -1], [1, 1]]",2,2,3,"[1, 1, -1]",1,4
"[-0.646708, 0.278608, 1.30624, -0.214419, 0.0644559, 0.389757, 1.30759, -1.11806, 1.10711, 0.293788, 0.65541, -0.811799, -0.336164, 0.635049, 0.470299, 0.953928, -0.0266441, 0.754862, 0.68482, 0.259758, 0.133077, 0.75241, -1.71984]","[[22, 2, 23, 1], [35, 3, 36, 2], [4, 13, 5, 14], [6, 16, 7, 15], [3, 37, 4, 36], [5, 47, 6, 46], [21, 11, 22, 10], [24, 9, 25, 10], [43, 9, 44, 8], [52, 8, 53, 7], [11, 34, 12, 35], [12, 38, 13, 37], [45, 14, 46, 15], [16, 29, 17, 30], [25, 20, 26, 21], [30, 17, 31, 18], [42, 20, 43, 19], [51, 19, 52, 18], [54, 24, 1, 23], [27, 32, 28, 33], [28, 40, 29, 39], [26, 50, 27, 49], [31, 40, 32, 41], [33, 48, 34, 49], [38, 48, 39, 47], [41, 50, 42, 51], [53, 44, 54, 45]]","[[-5, 1], [-4, -5], [-3, 13], [-2, -25], [-1, 38], [0, -46], [1, 48], [2, -42], [3, 31], [4, -17], [5, 4], [6, 5], [7, -7], [8, 5], [9, -2]]",14,"[[-4, -3], [-3, 16], [-2, -35], [-1, 47], [0, -49], [1, 47], [2, -35], [3, 16], [4, -3]]",8,2,251,"[1, -5, 13, -25, 38, -46, 48, -42, 31, -17, 4, 5, -7, 5, -2]",-5,9
"[0.17655, 0.0811859, -0.61906, -0.897288, 0.921143, -0.491926, -0.23027, 1.55677, -0.318611, -0.867982, -1.31719, 0.435517, -0.312673, -0.939473, -0.341, 0.879543, -0.624964, 0.161931, -1.33468, 0.0156879, -1.44309, 0.550313, -1.1554]","[[28, 2, 29, 1], [48, 3, 49, 4], [87, 2, 88, 3], [6, 32, 7, 31], [4, 43, 5, 44], [7, 63, 8, 62], [5, 84, 6, 85], [8, 108, 9, 107], [27, 13, 28, 12], [49, 14, 50, 15], [60, 10, 61, 9], [66, 15, 67, 16], [88, 13, 89, 14], [104, 12, 105, 11], [117, 11, 118, 10], [16, 100, 17, 99], [51, 19, 52, 18], [68, 18, 69, 17], [77, 21, 78, 20], [114, 19, 115, 20], [22, 58, 23, 57], [21, 92, 22, 93], [46, 29, 47, 30], [58, 24, 59, 23], [75, 24, 76, 25], [103, 27, 104, 26], [116, 26, 117, 25], [30, 45, 31, 46], [36, 55, 37, 56], [32, 64, 33, 63], [35, 72, 36, 73], [33, 97, 34, 96], [34, 110, 35, 109], [53, 38, 54, 39], [70, 39, 71, 40], [78, 37, 79, 38], [42, 65, 43, 66], [44, 85, 45, 86], [41, 98, 42, 99], [40, 111, 41, 112], [86, 47, 87, 48], [101, 50, 102, 51], [113, 52, 114, 53], [54, 79, 55, 80], [56, 93, 57, 94], [74, 59, 75, 60], [64, 84, 65, 83], [61, 106, 62, 107], [100, 67, 101, 68], [112, 69, 113, 70], [71, 80, 72, 81], [73, 94, 74, 95], [91, 76, 92, 77], [82, 97, 83, 98], [81, 110, 82, 111], [102, 89, 103, 90], [115, 90, 116, 91], [95, 108, 96, 109], [118, 105, 1, 106]]","[[-25, 3], [-24, -26], [-23, 102], [-22, -238], [-21, 349], [-20, -271], [-19, -102], [-18, 674], [-17, -1186], [-16, 1392], [-15, -1212], [-14, 724], [-13, -80], [-12, -536], [-11, 931], [-10, -973], [-9, 700], [-8, -318], [-7, 58], [-6, 7], [-5, 34], [-4, -62], [-3, 45], [-2, -16], [-1, 2]]",24,"[[-14, 1], [-13, -4], [-12, 6], [-11, -4], [-10, 8], [-9, -30], [-8, 60], [-7, -76], [-6, 64], [-5, -19], [-4, -28], [-3, 29], [-2, 19], [-1, -74], [0, 97], [1, -74], [2, 19], [3, 29], [4, -28], [5, -19], [6, 64], [7, -76], [8, 60], [9, -30], [10, 8], [11, -4], [12, 6], [13, -4], [14, 1]]",28,-8,713,"[3, -26, 102, -238, 349, -271, -102, 674, -1186, 1392, -1212, 724, -80, -536, 931, -973, 700, -318, 58, 7, 34, -62, 45, -16, 2]",-25,-1
"[-1.85315, -1.66792, -1.57274, -0.630457, -1.0961, -0.436843, -1.35756, -0.394588, 0.296031, -0.363947, -0.0908953, 1.00922, -0.841972, 0.945437, -2.14194, -0.299467, 0.636986, -0.961058, -1.03037, -1.08098, -0.506908]","[[8, 1, 9, 2], [30, 4, 31, 3], [33, 5, 34, 4], [39, 2, 40, 3], [5, 33, 6, 32], [6, 36, 7, 35], [15, 10, 16, 11], [22, 11, 23, 12], [26, 9, 27, 10], [38, 8, 39, 7], [12, 19, 13, 20], [13, 45, 14, 44], [27, 17, 28, 16], [41, 15, 42, 14], [18, 24, 19, 23], [17, 29, 18, 28], [20, 44, 21, 43], [42, 22, 43, 21], [24, 46, 25, 45], [40, 26, 41, 25], [29, 47, 30, 46], [31, 34, 32, 35], [36, 47, 37, 48], [48, 37, 1, 38]]","[[-2, -1], [-1, 3], [0, -7], [1, 15], [2, -23], [3, 33], [4, -41], [5, 45], [6, -45], [7, 40], [8, -31], [9, 22], [10, -13], [11, 6], [12, -2]]",14,"[[-4, -2], [-3, 15], [-2, -41], [-1, 67], [0, -77], [1, 67], [2, -41], [3, 15], [4, -2]]",8,2,327,"[-1, 3, -7, 15, -23, 33, -41, 45, -45, 40, -31, 22, -13, 6, -2]",-2,12
"[-1.63151, -0.766099, -2.06536, -1.10654, -1.56265, 0.451774, -1.23425, -1.25724, 0.705048, 0.438642, 0.356234, 2.2411, 0.478058, 0.843003, 0.672247, -0.261901, -2.09565, -0.588032, 0.945116, -1.14328, 2.92206, -1.41486, -1.39683, 1.8941, -0.560296, -1.18378, 0.163168, -0.749224, -0.0246361]","[[14, 3, 15, 4], [29, 2, 30, 3], [41, 4, 42, 5], [48, 1, 49, 2], [8, 23, 9, 24], [6, 35, 7, 36], [5, 42, 6, 43], [7, 66, 8, 67], [9, 73, 10, 72], [28, 13, 29, 14], [46, 11, 47, 12], [54, 15, 55, 16], [61, 16, 62, 17], [75, 11, 76, 10], [85, 12, 86, 13], [19, 34, 20, 35], [18, 53, 19, 54], [17, 60, 18, 61], [20, 65, 21, 66], [74, 21, 75, 22], [25, 37, 26, 36], [26, 44, 27, 43], [24, 68, 25, 67], [22, 73, 23, 74], [40, 28, 41, 27], [55, 30, 56, 31], [62, 31, 63, 32], [33, 52, 34, 53], [32, 59, 33, 60], [37, 82, 38, 83], [45, 38, 46, 39], [84, 39, 85, 40], [44, 83, 45, 84], [56, 49, 57, 50], [86, 47, 1, 48], [50, 57, 51, 58], [51, 65, 52, 64], [58, 64, 59, 63], [68, 81, 69, 82], [76, 69, 77, 70], [79, 70, 80, 71], [71, 78, 72, 79], [77, 81, 78, 80]]","[[-30, -1], [-29, 5], [-28, -10], [-27, 6], [-26, 11], [-25, -37], [-24, 59], [-23, -62], [-22, 44], [-21, -10], [-20, -31], [-19, 65], [-18, -83], [-17, 78], [-16, -53], [-15, 23], [-14, -2], [-13, -5], [-12, 2], [-11, 3], [-10, -5], [-9, 5], [-8, -2], [-7, 1]]",23,"[[-9, -4], [-8, 14], [-7, -7], [-6, -35], [-5, 84], [-4, -92], [-3, 50], [-2, 19], [-1, -87], [0, 117], [1, -87], [2, 19], [3, 50], [4, -92], [5, 84], [6, -35], [7, -7], [8, 14], [9, -4]]",18,-14,143,"[-1, 5, -10, 6, 11, -37, 59, -62, 44, -10, -31, 65, -83, 78, -53, 23, -2, -5, 2, 3, -5, 5, -2, 1]",-30,-7
"[-0.159914, -0.0379435, 0.651568, 0.0627426, 1.26352, 2.17229, 1.04633, 0.365367, 0.784804, -0.077893, -1.66077, -1.40335, 0.00465381, -1.61029, -0.68663, -0.520054, -1.48015, 0.470838, 0.104105, -1.68356, -1.94815]","[[1, 18, 2, 19], [8, 4, 9, 3], [13, 5, 14, 4], [19, 2, 20, 3], [5, 11, 6, 10], [6, 24, 7, 23], [7, 26, 8, 27], [9, 14, 10, 15], [11, 25, 12, 24], [25, 13, 26, 12], [17, 20, 18, 21], [15, 23, 16, 22], [16, 27, 17, 28], [21, 1, 22, 28]]","[[-3, -1], [-2, 2], [-1, -2], [0, 3], [1, -2], [2, 2], [3, -1]]",6,"[[-2, 1], [-1, -3], [0, 5], [1, -3], [2, 1]]",4,0,13,"[-1, 2, -2, 3, -2, 2, -1]",-3,3
"[-2.09486, 2.28796, 1.43264, -1.12989, 0.622566, 0.313885, 0.446312, -1.40931, -0.74249, 0.236714, -0.497236, -2.06954, 0.112351, 1.27998, 0.403718, -1.56949, -0.129192, 0.38866, 0.399803, 0.891027, -1.1216, -0.55777, -0.0354664, -0.290291, 0.367224, 1.59668, 1.12032, 0.73089, -0.959025]","[[1, 104, 2, 105], [24, 3, 25, 4], [40, 5, 41, 6], [63, 4, 64, 5], [103, 2, 104, 3], [113, 6, 114, 7], [7, 28, 8, 29], [9, 44, 10, 45], [12, 57, 13, 58], [8, 67, 9, 68], [10, 83, 11, 84], [11, 108, 12, 109], [22, 15, 23, 16], [61, 16, 62, 17], [76, 18, 77, 17], [80, 13, 81, 14], [101, 14, 102, 15], [19, 58, 20, 59], [18, 97, 19, 98], [41, 26, 42, 27], [52, 23, 53, 24], [64, 25, 65, 26], [79, 20, 80, 21], [100, 21, 101, 22], [114, 27, 115, 28], [29, 86, 30, 87], [30, 111, 31, 112], [39, 33, 40, 32], [49, 35, 50, 34], [74, 34, 75, 33], [88, 31, 89, 32], [36, 48, 37, 47], [38, 72, 39, 71], [37, 91, 38, 90], [35, 96, 36, 97], [65, 43, 66, 42], [116, 43, 1, 44], [45, 84, 46, 85], [48, 96, 49, 95], [46, 109, 47, 110], [62, 52, 63, 51], [75, 50, 76, 51], [102, 54, 103, 53], [55, 82, 56, 83], [54, 106, 55, 105], [56, 107, 57, 108], [78, 59, 79, 60], [99, 60, 100, 61], [115, 66, 116, 67], [68, 85, 69, 86], [70, 90, 71, 89], [72, 94, 73, 93], [69, 110, 70, 111], [92, 74, 93, 73], [98, 78, 99, 77], [106, 81, 107, 82], [112, 88, 113, 87], [91, 95, 92, 94]]","[[-27, 2], [-26, -15], [-25, 42], [-24, -71], [-23, 75], [-22, -39], [-21, -21], [-20, 61], [-19, -46], [-18, -29], [-17, 145], [-16, -265], [-15, 354], [-14, -380], [-13, 328], [-12, -218], [-11, 98], [-10, -14], [-9, -17], [-8, 16], [-7, -6], [-6, 1]]",21,"[[-11, -1], [-10, 4], [-9, -2], [-8, -17], [-7, 64], [-6, -131], [-5, 188], [-4, -203], [-3, 170], [-2, -111], [-1, 58], [0, -37], [1, 58], [2, -111], [3, 170], [4, -203], [5, 188], [6, -131], [7, 64], [8, -17], [9, -2], [10, 4], [11, -1]]",22,-14,1907,"[2, -15, 42, -71, 75, -39, -21, 61, -46, -29, 145, -265, 354, -380, 328, -218, 98, -14, -17, 16, -6, 1]",-27,-6
"[-0.525838, 1.2859, 1.59586, -1.24642, 1.41551, -0.634457, 1.51342, -1.04804, 0.663852, -0.296802, 0.678056, -0.749697, 0.201216, 0.884143, 0.587124, 0.785528, 1.07694, -0.302378, -1.52919, 0.754102, -1.45033, -1.4986, -0.0179119, 0.184315, -1.17842, -1.14446, -1.29787, 0.742349, -0.688975, -0.328238, -1.04296]","[[40, 2, 41, 1], [53, 3, 54, 2], [82, 3, 83, 4], [7, 34, 8, 35], [8, 44, 9, 43], [9, 57, 10, 56], [5, 80, 6, 81], [4, 89, 5, 90], [6, 92, 7, 91], [10, 38, 11, 37], [39, 13, 40, 12], [52, 14, 53, 13], [83, 14, 84, 15], [98, 12, 1, 11], [21, 26, 22, 27], [18, 33, 19, 34], [19, 45, 20, 44], [20, 71, 21, 72], [16, 79, 17, 80], [15, 88, 16, 89], [17, 93, 18, 92], [29, 22, 30, 23], [48, 24, 49, 23], [24, 31, 25, 32], [25, 47, 26, 46], [27, 73, 28, 72], [47, 31, 48, 30], [73, 29, 74, 28], [32, 70, 33, 69], [42, 35, 43, 36], [55, 36, 56, 37], [54, 42, 55, 41], [97, 39, 98, 38], [45, 70, 46, 71], [58, 51, 59, 52], [75, 50, 76, 51], [94, 50, 95, 49], [64, 60, 65, 59], [85, 60, 86, 61], [96, 58, 97, 57], [62, 77, 63, 78], [61, 86, 62, 87], [76, 63, 77, 64], [84, 65, 85, 66], [67, 78, 68, 79], [66, 87, 67, 88], [68, 94, 69, 93], [95, 75, 96, 74], [90, 81, 91, 82]]","[[-11, 1], [-10, -8], [-9, 28], [-8, -55], [-7, 66], [-6, -37], [-5, -31], [-4, 104], [-3, -147], [-2, 138], [-1, -83], [0, 4], [1, 80], [2, -135], [3, 143], [4, -99], [5, 31], [6, 20], [7, -36], [8, 25], [9, -10], [10, 2]]",21,"[[-7, 1], [-6, -7], [-5, 21], [-4, -34], [-3, 30], [-2, -3], [-1, -31], [0, 47], [1, -31], [2, -3], [3, 30], [4, -34], [5, 21], [6, -7], [7, 1]]",14,2,83,"[1, -8, 28, -55, 66, -37, -31, 104, -147, 138, -83, 4, 80, -135, 143, -99, 31, 20, -36, 25, -10, 2]",-11,10
"[-0.747636, 1.45166, -1.01588, -1.72783, -0.0177167, -0.808006, 1.83322, -0.257626, -0.579282, 0.847469, -0.906811, 0.910807, 0.653665, 0.906947, -0.785313, -0.510537, -0.263735, -0.804509, 0.596971, -0.542015, 0.900567, -1.04697, 0.60772, 1.0146, -0.618794, -0.821642, 1.52876, 0.11469, -0.833736, 2.5864, 0.187269, 0.415585, 2.07558]","[[14, 6, 15, 5], [39, 2, 40, 3], [61, 9, 62, 8], [74, 2, 75, 1], [90, 7, 91, 8], [93, 5, 94, 4], [108, 3, 109, 4], [111, 7, 112, 6], [9, 25, 10, 24], [11, 26, 12, 27], [10, 60, 11, 59], [13, 92, 14, 93], [12, 110, 13, 109], [36, 18, 37, 17], [77, 16, 78, 17], [97, 18, 98, 19], [106, 16, 107, 15], [22, 28, 23, 27], [20, 42, 21, 41], [23, 58, 24, 59], [21, 70, 22, 71], [19, 118, 20, 119], [60, 25, 61, 26], [30, 48, 31, 47], [29, 83, 30, 82], [28, 101, 29, 102], [46, 32, 47, 31], [52, 36, 53, 35], [65, 32, 66, 33], [75, 39, 76, 38], [86, 34, 87, 33], [96, 37, 97, 38], [115, 34, 116, 35], [40, 72, 41, 71], [43, 85, 44, 84], [42, 99, 43, 100], [49, 44, 50, 45], [66, 46, 67, 45], [48, 68, 49, 67], [78, 54, 79, 53], [85, 51, 86, 50], [116, 51, 117, 52], [63, 57, 64, 56], [88, 55, 89, 56], [113, 55, 114, 54], [57, 103, 58, 102], [81, 64, 82, 65], [103, 63, 104, 62], [68, 83, 69, 84], [69, 101, 70, 100], [72, 120, 73, 119], [87, 80, 88, 81], [95, 77, 96, 76], [114, 80, 115, 79], [120, 74, 1, 73], [104, 89, 105, 90], [91, 111, 92, 110], [107, 95, 108, 94], [98, 117, 99, 118], [112, 105, 113, 106]]","[[-5, -1], [-4, 4], [-3, -11], [-2, 29], [-1, -75], [0, 171], [1, -303], [2, 396], [3, -334], [4, 49], [5, 419], [6, -925], [7, 1296], [8, -1413], [9, 1243], [10, -845], [11, 352], [12, 70], [13, -295], [14, 304], [15, -183], [16, 52], [17, 19], [18, -31], [19, 18], [20, -6], [21, 1]]",26,"[[-6, -5], [-5, 29], [-4, -82], [-3, 201], [-2, -471], [-1, 843], [0, -1029], [1, 843], [2, -471], [3, 201], [4, -82], [5, 29], [6, -5]]",12,2,4291,"[-1, 4, -11, 29, -75, 171, -303, 396, -334, 49, 419, -925, 1296, -1413, 1243, -845, 352, 70, -295, 304, -183, 52, 19, -31, 18, -6, 1]",-5,21
"[-0.633324, -1.04091, 0.367391, 2.20512, 0.794685, -0.315033, 0.0741434, -0.774192, -1.02969, -0.489753, -1.48801, 0.0404923, -0.039395, -0.238574, -2.01594, -0.43116, -0.297974, 0.817524, -2.00086, 3.4712, 0.443116]","[[4, 2, 5, 1], [2, 7, 3, 8], [6, 3, 7, 4], [8, 6, 1, 5]]","[[-2, 1], [-1, -1], [0, 1], [1, -1], [2, 1]]",4,"[[-1, -1], [0, 3], [1, -1]]",2,0,5,"[1, -1, 1, -1, 1]",-2,2
"[0.300349, 0.298509, 0.127979, 1.0294, -0.706005, 0.249542, 0.769449, 0.614106, 0.179119, -1.67262, 0.989999, -0.318407, -0.129026, -0.715071, 0.492324, 0.956966, 2.59541, -0.421426, 1.16232, 1.14816, 1.63933, 0.448956, 1.72476]","[[13, 5, 14, 4], [20, 2, 21, 1], [26, 4, 27, 3], [33, 3, 34, 2], [5, 25, 6, 24], [6, 32, 7, 31], [7, 19, 8, 18], [8, 40, 9, 39], [19, 11, 20, 10], [25, 13, 26, 12], [32, 12, 33, 11], [40, 10, 1, 9], [22, 15, 23, 16], [29, 16, 30, 17], [35, 14, 36, 15], [17, 38, 18, 39], [28, 22, 29, 21], [23, 36, 24, 37], [34, 27, 35, 28], [30, 37, 31, 38]]","[[1, 1], [2, -1], [3, 2], [4, -2], [5, 2], [6, -2], [7, 2], [8, -1], [9, 1], [10, -1]]",9,"[[-1, 4], [0, -7], [1, 4]]",2,2,15,"[1, -1, 2, -2, 2, -2, 2, -1, 1, -1]",1,10
"[-0.54145, -0.059228, 0.425864, 1.3138, -1.56741, 1.07093, -0.413239, 0.970325, -0.23979, 1.06807, 0.621391, 0.14833, -1.49385, -0.381395, -0.0223549, 0.04067, 0.828502, -0.157327, -1.31016, -0.801749, -2.12547, 0.994601, 0.579765, 1.22698, -0.167442, 2.12699, 1.81056, -0.633181, -1.037, -0.323079, -0.198918]","[[12, 6, 13, 5], [23, 5, 24, 4], [25, 2, 26, 3], [54, 1, 55, 2], [60, 3, 61, 4], [83, 6, 84, 7], [7, 71, 8, 70], [9, 86, 10, 87], [8, 107, 9, 108], [58, 14, 59, 13], [72, 12, 73, 11], [105, 10, 106, 11], [18, 44, 19, 43], [14, 53, 15, 54], [15, 57, 16, 56], [17, 69, 18, 68], [16, 82, 17, 81], [59, 25, 60, 24], [73, 23, 74, 22], [90, 22, 91, 21], [101, 20, 102, 21], [110, 20, 111, 19], [31, 29, 32, 28], [93, 26, 94, 27], [114, 27, 115, 28], [29, 117, 30, 116], [39, 32, 40, 33], [64, 33, 65, 34], [97, 35, 98, 34], [117, 31, 118, 30], [35, 79, 36, 78], [63, 39, 64, 38], [77, 37, 78, 36], [98, 37, 99, 38], [41, 67, 42, 66], [42, 80, 43, 79], [40, 95, 41, 96], [44, 109, 45, 110], [89, 47, 90, 46], [102, 45, 103, 46], [104, 48, 105, 47], [52, 57, 53, 58], [50, 69, 51, 70], [51, 82, 52, 83], [48, 88, 49, 87], [49, 109, 50, 108], [120, 55, 1, 56], [92, 61, 93, 62], [113, 62, 114, 63], [67, 81, 68, 80], [65, 96, 66, 97], [84, 72, 85, 71], [91, 74, 92, 75], [100, 76, 101, 75], [111, 76, 112, 77], [106, 86, 107, 85], [103, 88, 104, 89], [119, 94, 120, 95], [112, 100, 113, 99], [118, 115, 119, 116]]","[[-11, 1], [-10, -7], [-9, 17], [-8, -8], [-7, -53], [-6, 151], [-5, -171], [-4, -61], [-3, 637], [-2, -1458], [-1, 2257], [0, -2740], [1, 2726], [2, -2194], [3, 1287], [4, -265], [5, -560], [6, 966], [7, -935], [8, 641], [9, -319], [10, 110], [11, -23], [12, 2]]",23,"[[-8, 3], [-7, -24], [-6, 90], [-5, -184], [-4, 145], [-3, 306], [-2, -1265], [-1, 2334], [0, -2809], [1, 2334], [2, -1265], [3, 306], [4, 145], [5, -184], [6, 90], [7, -24], [8, 3]]",16,2,9727,"[1, -7, 17, -8, -53, 151, -171, -61, 637, -1458, 2257, -2740, 2726, -2194, 1287, -265, -560, 966, -935, 641, -319, 110, -23, 2]",-11,12
"[-1.51358, -0.0995933, 1.66472, -0.346733, 1.43466, -0.162559, -0.51438, -0.021738, 0.697905, -0.0341618, 0.704658, -0.364336, 0.256675, -1.08635, 1.62348, 0.213029, 0.237777, 0.56186, 0.801994, -0.138412, 0.198222, -2.10883, 0.678885]","[[25, 2, 26, 3], [36, 3, 37, 4], [54, 5, 55, 6], [66, 1, 67, 2], [89, 6, 90, 7], [95, 4, 96, 5], [10, 21, 11, 22], [11, 32, 12, 33], [8, 51, 9, 52], [9, 60, 10, 61], [12, 83, 13, 84], [7, 90, 8, 91], [29, 16, 30, 17], [40, 17, 41, 18], [43, 15, 44, 14], [70, 15, 71, 16], [82, 13, 83, 14], [99, 18, 100, 19], [22, 33, 23, 34], [20, 73, 21, 74], [23, 84, 24, 85], [19, 100, 20, 101], [45, 29, 46, 28], [65, 24, 66, 25], [79, 26, 80, 27], [106, 27, 107, 28], [30, 42, 31, 41], [31, 72, 32, 73], [46, 40, 47, 39], [64, 35, 65, 36], [78, 37, 79, 38], [85, 35, 86, 34], [105, 38, 106, 39], [42, 71, 43, 72], [57, 48, 58, 49], [69, 44, 70, 45], [98, 47, 99, 48], [50, 75, 51, 76], [52, 92, 53, 91], [49, 102, 50, 103], [76, 55, 77, 56], [88, 54, 89, 53], [103, 56, 104, 57], [59, 74, 60, 75], [61, 93, 62, 92], [58, 101, 59, 102], [80, 67, 81, 68], [87, 63, 88, 62], [94, 64, 95, 63], [107, 68, 108, 69], [96, 78, 97, 77], [108, 81, 1, 82], [93, 86, 94, 87], [104, 97, 105, 98]]","[[-36, -3], [-35, 11], [-34, -18], [-33, 14], [-32, -6], [-31, 17], [-30, -60], [-29, 114], [-28, -139], [-27, 117], [-26, -61], [-25, -3], [-24, 57], [-23, -95], [-22, 102], [-21, -70], [-20, 12], [-19, 36], [-18, -44], [-17, 20], [-16, 5], [-15, -11], [-14, 6], [-13, -1], [-12, 1], [-11, -1], [-10, 1]]",26,"[[-13, -2], [-12, 5], [-11, -1], [-10, -2], [-9, -1], [-8, -7], [-7, 24], [-6, -23], [-5, 5], [-4, 1], [-3, 15], [-2, -32], [-1, 34], [0, -31], [1, 34], [2, -32], [3, 15], [4, 1], [5, 5], [6, -23], [7, 24], [8, -7], [9, -1], [10, -2], [11, -1], [12, 5], [13, -2]]",26,-14,295,"[-3, 11, -18, 14, -6, 17, -60, 114, -139, 117, -61, -3, 57, -95, 102, -70, 12, 36, -44, 20, 5, -11, 6, -1, 1, -1, 1]",-36,-10
"[-0.493534, -0.126837, 0.978808, 0.152108, -0.847019, -1.1693, 0.369349, 1.38428, -2.10081, -1.06636, 0.265013, -0.158087, -0.194517, -1.2845, -0.8136, 0.48317, -0.429344, -0.841242, 1.07768, -0.250058, -0.273807, -1.19043, -1.68162, -1.24235, -1.08686]","[[16, 1, 17, 2], [45, 2, 46, 3], [51, 5, 52, 4], [72, 4, 73, 3], [6, 19, 7, 20], [8, 31, 9, 32], [7, 37, 8, 36], [9, 62, 10, 63], [5, 71, 6, 70], [57, 10, 58, 11], [64, 11, 65, 12], [24, 13, 25, 14], [41, 13, 42, 12], [48, 18, 49, 17], [67, 15, 68, 14], [74, 15, 75, 16], [20, 36, 21, 35], [18, 48, 19, 47], [33, 23, 34, 22], [38, 27, 39, 28], [42, 24, 43, 23], [54, 21, 55, 22], [59, 29, 60, 28], [66, 26, 67, 25], [75, 26, 76, 27], [32, 56, 33, 55], [30, 62, 31, 61], [29, 78, 30, 79], [53, 35, 54, 34], [37, 1, 38, 80], [65, 40, 66, 41], [76, 40, 77, 39], [68, 44, 69, 43], [73, 44, 74, 45], [46, 49, 47, 50], [50, 71, 51, 72], [69, 52, 70, 53], [63, 57, 64, 56], [77, 58, 78, 59], [60, 79, 61, 80]]","[[-7, -1], [-6, 3], [-5, -6], [-4, 9], [-3, -11], [-2, 12], [-1, -9], [0, 6], [1, -2], [2, -2], [3, 4], [4, -4], [5, 3], [6, -1]]",13,"[[-4, 2], [-3, -6], [-2, 7], [-1, -5], [0, 5], [1, -5], [2, 7], [3, -6], [4, 2]]",8,0,45,"[-1, 3, -6, 9, -11, 12, -9, 6, -2, -2, 4, -4, 3, -1]",-7,6
"[1.381, -1.42596, 0.241289, -0.455279, -0.860346, -0.262251, 1.49993, -1.44539, 0.387496, -0.878061, 0.651318, 0.00753636, 1.59342, 0.720594, -1.35838, 0.0155945, -0.856964, -0.937392, -0.985076, -0.73994, -2.13172, -0.50665, -0.243753, -0.764601, -0.740485, -0.724623, 1.79428]","[[12, 7, 13, 8], [23, 3, 24, 2], [34, 5, 35, 6], [50, 2, 51, 1], [59, 5, 60, 4], [80, 3, 81, 4], [89, 6, 90, 7], [9, 30, 10, 31], [8, 37, 9, 38], [32, 11, 33, 12], [39, 10, 40, 11], [16, 22, 17, 21], [13, 36, 14, 37], [17, 49, 18, 48], [15, 57, 16, 56], [14, 83, 15, 84], [46, 20, 47, 19], [73, 19, 74, 18], [20, 76, 21, 75], [41, 27, 42, 26], [60, 26, 61, 25], [68, 28, 69, 27], [79, 24, 80, 25], [93, 23, 94, 22], [31, 39, 32, 38], [28, 66, 29, 65], [29, 85, 30, 84], [88, 34, 89, 33], [90, 35, 91, 36], [53, 42, 54, 43], [62, 43, 63, 44], [72, 46, 73, 45], [77, 45, 78, 44], [87, 41, 88, 40], [47, 75, 48, 74], [61, 53, 62, 52], [69, 55, 70, 54], [78, 51, 79, 52], [94, 50, 1, 49], [55, 65, 56, 64], [57, 83, 58, 82], [70, 64, 71, 63], [91, 59, 92, 58], [66, 86, 67, 85], [76, 72, 77, 71], [86, 68, 87, 67], [92, 81, 93, 82]]","[[-1, 1], [1, -7], [2, 17], [3, -16], [4, -15], [5, 74], [6, -124], [7, 117], [8, -22], [9, -144], [10, 334], [11, -489], [12, 565], [13, -536], [14, 411], [15, -236], [16, 75], [17, 20], [18, -46], [19, 32], [20, -12], [21, 2]]",22,"[[-11, -1], [-10, 4], [-9, -9], [-8, 20], [-7, -44], [-6, 78], [-5, -109], [-4, 141], [-3, -181], [-2, 220], [-1, -247], [0, 257], [1, -247], [2, 220], [3, -181], [4, 141], [5, -109], [6, 78], [7, -44], [8, 20], [9, -9], [10, 4], [11, -1]]",22,8,2365,"[1, -7, 17, -16, -15, 74, -124, 117, -22, -144, 334, -489, 565, -536, 411, -236, 75, 20, -46, 32, -12, 2]",-1,21
